x_m,y_m,Ma,gamma,Taw_K,Twg_K,sigma,hg_W_m2K,qdot_W_m2
0.025523,0.030128,0.155496,1.166800,3299.336,800.000,1.381579,3599.783,8997068.022
0.025935,0.029840,0.158598,1.166800,3299.309,800.000,1.381551,3662.542,9153824.540
0.026347,0.029552,0.161797,1.166800,3299.281,800.000,1.381521,3727.016,9314861.698
0.026758,0.029264,0.165096,1.166800,3299.252,800.000,1.381489,3793.271,9480339.095
0.027170,0.028975,0.168500,1.166800,3299.220,800.000,1.381456,3861.374,9650423.872
0.027582,0.028687,0.172015,1.166800,3299.188,800.000,1.381422,3931.394,9825291.142
0.027993,0.028399,0.175644,1.166800,3299.153,800.000,1.381385,4003.406,10005124.450
0.028405,0.028111,0.179394,1.166800,3299.117,800.000,1.381346,4077.487,10190116.264
0.028817,0.027822,0.183269,1.166800,3299.078,800.000,1.381305,4153.719,10380468.494
0.029228,0.027534,0.187277,1.166800,3299.038,800.000,1.381262,4232.187,10576393.051
0.029640,0.027246,0.191423,1.166800,3298.995,800.000,1.381217,4312.979,10778112.443
0.030052,0.026958,0.195714,1.166800,3298.949,800.000,1.381168,4396.192,10985860.412
0.030463,0.026669,0.200157,1.166800,3298.901,800.000,1.381117,4481.923,11199882.615
0.030875,0.026381,0.204761,1.166800,3298.850,800.000,1.381063,4570.277,11420437.349
0.031287,0.026093,0.209534,1.166800,3298.796,800.000,1.381006,4661.363,11647796.333
0.031698,0.025805,0.214484,1.166800,3298.739,800.000,1.380945,4755.297,11882245.538
0.032110,0.025516,0.219621,1.166800,3298.678,800.000,1.380880,4852.201,12124086.081
0.032522,0.025228,0.224956,1.166800,3298.613,800.000,1.380811,4952.201,12373635.177
0.032933,0.024940,0.230500,1.166800,3298.544,800.000,1.380738,5055.435,12631227.162
0.033345,0.024652,0.236264,1.166800,3298.471,800.000,1.380660,5162.043,12897214.584
0.033757,0.024363,0.242263,1.166800,3298.393,800.000,1.380576,5272.178,13171969.380
0.034168,0.024075,0.248509,1.166800,3298.309,800.000,1.380488,5385.997,13455884.119
0.034580,0.023787,0.255018,1.166800,3298.220,800.000,1.380392,5503.668,13749373.350
0.034992,0.023499,0.261808,1.166800,3298.124,800.000,1.380291,5625.371,14052875.031
0.035403,0.023210,0.268895,1.166800,3298.022,800.000,1.380182,5751.291,14366852.056
0.035815,0.022922,0.276300,1.166800,3297.912,800.000,1.380065,5881.629,14691793.890
0.036226,0.022634,0.284045,1.166800,3297.794,800.000,1.379939,6016.596,15028218.302
0.036638,0.022346,0.292154,1.166800,3297.667,800.000,1.379804,6156.413,15376673.209
0.037050,0.022057,0.300653,1.166800,3297.531,800.000,1.379658,6301.319,15737738.631
0.037461,0.021769,0.309572,1.166800,3297.383,800.000,1.379500,6451.564,16112028.741
0.037873,0.021481,0.318944,1.166800,3297.224,800.000,1.379330,6607.415,16500194.025
0.038285,0.021193,0.328805,1.166800,3297.051,800.000,1.379145,6769.154,16902923.517
0.038696,0.020904,0.339197,1.166800,3296.864,800.000,1.378944,6937.082,17320947.098
0.039108,0.020616,0.350166,1.166800,3296.660,800.000,1.378726,7111.517,17755037.821
0.039520,0.020328,0.361764,1.166800,3296.437,800.000,1.378487,7292.799,18206014.190
0.039931,0.020040,0.374054,1.166800,3296.194,800.000,1.378226,7481.288,18674742.328
0.040343,0.019751,0.387104,1.166800,3295.927,800.000,1.377940,7677.364,19162137.877
0.040755,0.019463,0.400996,1.166800,3295.633,800.000,1.377624,7881.434,19669167.428
0.040827,0.019413,0.403515,1.166800,3295.579,800.000,1.377566,7917.922,19759798.476
0.040927,0.019344,0.407019,1.166800,3295.503,800.000,1.377484,7968.404,19885173.859
0.041027,0.019275,0.410538,1.166800,3295.426,800.000,1.377401,8018.803,20010327.880
0.041127,0.019208,0.414073,1.166800,3295.348,800.000,1.377318,8069.116,20135249.655
0.041227,0.019141,0.417624,1.166800,3295.269,800.000,1.377232,8119.337,20259928.136
0.041327,0.019075,0.421192,1.166800,3295.189,800.000,1.377146,8169.463,20384352.119
0.041427,0.019010,0.424775,1.166800,3295.108,800.000,1.377059,8219.489,20508510.245
0.041527,0.018945,0.428374,1.166800,3295.026,800.000,1.376971,8269.410,20632391.002
0.041627,0.018882,0.431990,1.166800,3294.943,800.000,1.376881,8319.222,20755982.730
0.041727,0.018819,0.435621,1.166800,3294.859,800.000,1.376791,8368.921,20879273.626
0.041827,0.018756,0.439269,1.166800,3294.774,800.000,1.376699,8418.500,21002251.742
0.041927,0.018695,0.442933,1.166800,3294.687,800.000,1.376606,8467.957,21124904.992
0.042027,0.018634,0.446613,1.166800,3294.600,800.000,1.376512,8517.285,21247221.154
0.042127,0.018573,0.450310,1.166800,3294.512,800.000,1.376417,8566.480,21369187.872
0.042227,0.018514,0.454022,1.166800,3294.423,800.000,1.376320,8615.538,21490792.663
0.042327,0.018455,0.457751,1.166800,3294.332,800.000,1.376223,8664.453,21612022.917
0.042427,0.018397,0.461497,1.166800,3294.241,800.000,1.376124,8713.219,21732865.901
0.042527,0.018339,0.465258,1.166800,3294.148,800.000,1.376024,8761.833,21853308.761
0.042627,0.018282,0.469036,1.166800,3294.054,800.000,1.375922,8810.288,21973338.530
0.042727,0.018226,0.472831,1.166800,3293.960,800.000,1.375820,8858.581,22092942.125
0.042827,0.018171,0.476642,1.166800,3293.864,800.000,1.375716,8906.705,22212106.355
0.042927,0.018116,0.480469,1.166800,3293.767,800.000,1.375611,8954.655,22330817.924
0.043027,0.018062,0.484313,1.166800,3293.668,800.000,1.375505,9002.426,22449063.433
0.043127,0.018008,0.488173,1.166800,3293.569,800.000,1.375397,9050.012,22566829.383
0.043227,0.017955,0.492050,1.166800,3293.468,800.000,1.375288,9097.409,22684102.183
0.043327,0.017903,0.495943,1.166800,3293.367,800.000,1.375178,9144.611,22800868.146
0.043427,0.017851,0.499853,1.166800,3293.264,800.000,1.375067,9191.612,22917113.501
0.043527,0.017800,0.503779,1.166800,3293.160,800.000,1.374954,9238.406,23032824.392
0.043627,0.017749,0.507722,1.166800,3293.055,800.000,1.374840,9284.990,23147986.880
0.043727,0.017699,0.511681,1.166800,3292.948,800.000,1.374724,9331.356,23262586.954
0.043827,0.017650,0.515657,1.166800,3292.841,800.000,1.374607,9377.499,23376610.526
0.043927,0.017602,0.519650,1.166800,3292.732,800.000,1.374489,9423.414,23490043.443
0.044027,0.017553,0.523659,1.166800,3292.622,800.000,1.374369,9469.095,23602871.485
0.044127,0.017506,0.527685,1.166800,3292.510,800.000,1.374248,9514.536,23715080.371
0.044227,0.017459,0.531727,1.166800,3292.398,800.000,1.374126,9559.732,23826655.765
0.044327,0.017413,0.535786,1.166800,3292.284,800.000,1.374002,9604.677,23937583.277
0.044427,0.017367,0.539861,1.166800,3292.169,800.000,1.373877,9649.365,24047848.469
0.044527,0.017322,0.543953,1.166800,3292.053,800.000,1.373751,9693.790,24157436.859
0.044627,0.017277,0.548062,1.166800,3291.935,800.000,1.373622,9737.947,24266333.926
0.044727,0.017233,0.552187,1.166800,3291.816,800.000,1.373493,9781.830,24374525.110
0.044827,0.017190,0.556329,1.166800,3291.696,800.000,1.373362,9825.434,24481995.824
0.044927,0.017147,0.560487,1.166800,3291.575,800.000,1.373230,9868.751,24588731.450
0.045027,0.017105,0.564662,1.166800,3291.452,800.000,1.373096,9911.777,24694717.350
0.045127,0.017063,0.568854,1.166800,3291.328,800.000,1.372960,9954.505,24799938.868
0.045227,0.017022,0.573062,1.166800,3291.203,800.000,1.372823,9996.931,24904381.332
0.045327,0.016981,0.577287,1.166800,3291.076,800.000,1.372685,10039.047,25008030.062
0.045427,0.016941,0.581528,1.166800,3290.948,800.000,1.372545,10080.849,25110870.376
0.045527,0.016901,0.585786,1.166800,3290.819,800.000,1.372404,10122.329,25212887.588
0.045627,0.016862,0.590060,1.166800,3290.688,800.000,1.372261,10163.484,25314067.020
0.045727,0.016824,0.594351,1.166800,3290.556,800.000,1.372116,10204.305,25414394.002
0.045827,0.016786,0.598659,1.166800,3290.423,800.000,1.371970,10244.789,25513853.878
0.045927,0.016748,0.602982,1.166800,3290.288,800.000,1.371822,10284.928,25612432.011
0.046027,0.016712,0.607323,1.166800,3290.152,800.000,1.371673,10324.718,25710113.789
0.046127,0.016675,0.611680,1.166800,3290.014,800.000,1.371522,10364.152,25806884.627
0.046227,0.016639,0.616053,1.166800,3289.875,800.000,1.371370,10403.224,25902729.974
0.046327,0.016604,0.620443,1.166800,3289.735,800.000,1.371216,10441.929,25997635.318
0.046427,0.016569,0.624850,1.166800,3289.593,800.000,1.371060,10480.261,26091586.188
0.046527,0.016535,0.629272,1.166800,3289.450,800.000,1.370903,10518.214,26184568.163
0.046627,0.016501,0.633712,1.166800,3289.306,800.000,1.370744,10555.782,26276566.874
0.046727,0.016468,0.638167,1.166800,3289.160,800.000,1.370583,10592.960,26367568.011
0.046827,0.016435,0.642639,1.166800,3289.012,800.000,1.370421,10629.742,26457557.325
0.046927,0.016403,0.647127,1.166800,3288.863,800.000,1.370257,10666.122,26546520.637
0.047027,0.016371,0.651632,1.166800,3288.713,800.000,1.370091,10702.094,26634443.839
0.047127,0.016340,0.656153,1.166800,3288.561,800.000,1.369924,10737.654,26721312.902
0.047227,0.016309,0.660690,1.166800,3288.408,800.000,1.369755,10772.795,26807113.880
0.047327,0.016279,0.665244,1.166800,3288.254,800.000,1.369584,10807.512,26891832.914
0.047427,0.016249,0.669813,1.166800,3288.098,800.000,1.369412,10841.800,26975456.238
0.047527,0.016220,0.674399,1.166800,3287.940,800.000,1.369238,10875.652,27057970.184
0.047627,0.016191,0.679001,1.166800,3287.781,800.000,1.369062,10909.064,27139361.187
0.047727,0.016163,0.683620,1.166800,3287.620,800.000,1.368884,10942.029,27219615.791
0.047827,0.016135,0.688254,1.166800,3287.458,800.000,1.368705,10974.543,27298720.650
0.047927,0.016108,0.692905,1.166800,3287.295,800.000,1.368524,11006.601,27376662.539
0.048027,0.016081,0.697571,1.166800,3287.130,800.000,1.368341,11038.196,27453428.355
0.048127,0.016054,0.702254,1.166800,3286.963,800.000,1.368156,11069.324,27529005.121
0.048227,0.016029,0.706953,1.166800,3286.795,800.000,1.367970,11099.980,27603379.995
0.048327,0.016003,0.711667,1.166800,3286.626,800.000,1.367782,11130.159,27676540.272
0.048427,0.015978,0.716398,1.166800,3286.455,800.000,1.367591,11159.854,27748473.388
0.048527,0.015954,0.721145,1.166800,3286.282,800.000,1.367399,11189.063,27819166.928
0.048627,0.015930,0.725907,1.166800,3286.108,800.000,1.367206,11217.778,27888608.630
0.048727,0.015906,0.730685,1.166800,3285.932,800.000,1.367010,11245.996,27956786.388
0.048827,0.015883,0.735479,1.166800,3285.755,800.000,1.366813,11273.712,28023688.257
0.048927,0.015861,0.740289,1.166800,3285.576,800.000,1.366613,11300.921,28089302.460
0.049027,0.015839,0.745115,1.166800,3285.396,800.000,1.366412,11327.618,28153617.391
0.049127,0.015817,0.749956,1.166800,3285.214,800.000,1.366209,11353.799,28216621.619
0.049227,0.015796,0.754814,1.166800,3285.031,800.000,1.366004,11379.458,28278303.894
0.049327,0.015775,0.759686,1.166800,3284.846,800.000,1.365798,11404.592,28338653.152
0.049427,0.015755,0.764575,1.166800,3284.659,800.000,1.365589,11429.196,28397658.518
0.049527,0.015735,0.769479,1.166800,3284.471,800.000,1.365378,11453.266,28455309.309
0.049627,0.015716,0.774398,1.166800,3284.281,800.000,1.365166,11476.798,28511595.045
0.049727,0.015697,0.779333,1.166800,3284.090,800.000,1.364951,11499.786,28566505.444
0.049827,0.015679,0.784283,1.166800,3283.897,800.000,1.364735,11522.228,28620030.433
0.049927,0.015661,0.789249,1.166800,3283.703,800.000,1.364517,11544.119,28672160.151
0.050027,0.015644,0.794230,1.166800,3283.507,800.000,1.364296,11565.455,28722884.952
0.050127,0.015627,0.799227,1.166800,3283.309,800.000,1.364074,11586.232,28772195.408
0.050227,0.015610,0.804239,1.166800,3283.110,800.000,1.363850,11606.447,28820082.317
0.050327,0.015594,0.809266,1.166800,3282.909,800.000,1.363624,11626.095,28866536.700
0.050427,0.015578,0.814308,1.166800,3282.707,800.000,1.363396,11645.174,28911549.815
0.050527,0.015563,0.819365,1.166800,3282.503,800.000,1.363166,11663.679,28955113.150
0.050627,0.015548,0.824438,1.166800,3282.297,800.000,1.362934,11681.608,28997218.434
0.050727,0.015534,0.829525,1.166800,3282.090,800.000,1.362700,11698.956,29037857.638
0.050827,0.015520,0.834628,1.166800,3281.881,800.000,1.362464,11715.721,29077022.977
0.050927,0.015507,0.839746,1.166800,3281.670,800.000,1.362225,11731.900,29114706.918
0.051027,0.015494,0.844878,1.166800,3281.458,800.000,1.361985,11747.489,29150902.178
0.051127,0.015481,0.850026,1.166800,3281.244,800.000,1.361743,11762.486,29185601.731
0.051227,0.015469,0.855188,1.166800,3281.029,800.000,1.361499,11776.887,29218798.809
0.051327,0.015458,0.860365,1.166800,3280.812,800.000,1.361253,11790.691,29250486.905
0.051427,0.015446,0.865557,1.166800,3280.593,800.000,1.361005,11803.893,29280659.778
0.051527,0.015436,0.870763,1.166800,3280.373,800.000,1.360754,11816.493,29309311.455
0.051627,0.015425,0.875984,1.166800,3280.151,800.000,1.360502,11828.487,29336436.231
0.051727,0.015416,0.881220,1.166800,3279.928,800.000,1.360247,11839.872,29362028.675
0.051827,0.015406,0.886470,1.166800,3279.703,800.000,1.359991,11850.648,29386083.632
0.051927,0.015397,0.891735,1.166800,3279.476,800.000,1.359732,11860.812,29408596.223
0.052027,0.015389,0.897014,1.166800,3279.247,800.000,1.359471,11870.361,29429561.851
0.052127,0.015381,0.902308,1.166800,3279.017,800.000,1.359209,11879.294,29448976.199
0.052227,0.015373,0.907616,1.166800,3278.786,800.000,1.358944,11887.609,29466835.235
0.052327,0.015366,0.912938,1.166800,3278.552,800.000,1.358677,11895.304,29483135.212
0.052427,0.015359,0.918275,1.166800,3278.317,800.000,1.358408,11902.378,29497872.674
0.052527,0.015353,0.923626,1.166800,3278.081,800.000,1.358136,11908.830,29511044.449
0.052627,0.015347,0.928991,1.166800,3277.843,800.000,1.357863,11914.658,29522647.661
0.052727,0.015341,0.934370,1.166800,3277.603,800.000,1.357588,11919.861,29532679.724
0.052827,0.015336,0.939763,1.166800,3277.361,800.000,1.357310,11924.437,29541138.347
0.052927,0.015332,0.945170,1.166800,3277.118,800.000,1.357030,11928.386,29548021.531
0.053027,0.015328,0.950591,1.166800,3276.873,800.000,1.356748,11931.707,29553327.577
0.053127,0.015324,0.956026,1.166800,3276.627,800.000,1.356464,11934.399,29557055.079
0.053227,0.015321,0.961475,1.166800,3276.379,800.000,1.356178,11936.462,29559202.932
0.053327,0.015318,0.966938,1.166800,3276.129,800.000,1.355890,11937.895,29559770.326
0.053427,0.015315,0.972414,1.166800,3275.878,800.000,1.355599,11938.698,29558756.753
0.053527,0.015313,0.977904,1.166800,3275.625,800.000,1.355306,11938.869,29556162.003
0.053627,0.015312,0.983408,1.166800,3275.370,800.000,1.355011,11938.410,29551986.163
0.053727,0.015311,0.988925,1.166800,3275.114,800.000,1.354714,11937.321,29546229.624
0.053827,0.015310,0.994456,1.166800,3274.856,800.000,1.354415,11935.600,29538893.073
0.053927,0.015310,1.000000,1.166800,3274.597,800.000,1.354114,11933.249,29529977.525
0.053927,0.015310,1.000000,1.166800,3274.597,800.000,1.354114,11933.249,29529977.525
0.053949,0.015310,1.002367,1.166800,3274.486,800.000,1.353984,11932.057,29525702.845
0.053970,0.015310,1.004737,1.166800,3274.374,800.000,1.353855,11930.755,29521151.564
0.053992,0.015310,1.007110,1.166800,3274.262,800.000,1.353725,11929.343,29516323.802
0.054013,0.015311,1.009485,1.166800,3274.150,800.000,1.353594,11927.820,29511219.724
0.054035,0.015311,1.011863,1.166800,3274.038,800.000,1.353464,11926.187,29505839.507
0.054057,0.015311,1.014244,1.166800,3273.925,800.000,1.353332,11924.443,29500183.344
0.054078,0.015312,1.016627,1.166800,3273.812,800.000,1.353201,11922.590,29494251.445
0.054100,0.015312,1.019013,1.166800,3273.699,800.000,1.353069,11920.626,29488044.032
0.054121,0.015313,1.021401,1.166800,3273.586,800.000,1.352936,11918.553,29481561.346
0.054143,0.015314,1.023792,1.166800,3273.472,800.000,1.352803,11916.369,29474803.640
0.054164,0.015315,1.026185,1.166800,3273.358,800.000,1.352670,11914.076,29467771.183
0.054186,0.015315,1.028581,1.166800,3273.243,800.000,1.352536,11911.673,29460464.261
0.054208,0.015316,1.030980,1.166800,3273.128,800.000,1.352402,11909.160,29452883.172
0.054229,0.015317,1.033380,1.166800,3273.013,800.000,1.352268,11906.538,29445028.231
0.054251,0.015319,1.035784,1.166800,3272.898,800.000,1.352133,11903.807,29436899.768
0.054272,0.015320,1.038190,1.166800,3272.782,800.000,1.351997,11900.966,29428498.127
0.054294,0.015321,1.040598,1.166800,3272.666,800.000,1.351862,11898.016,29419823.668
0.054315,0.015322,1.043009,1.166800,3272.550,800.000,1.351726,11894.956,29410876.765
0.054337,0.015324,1.045422,1.166800,3272.434,800.000,1.351589,11891.788,29401657.807
0.054358,0.015325,1.047838,1.166800,3272.317,800.000,1.351452,11888.512,29392167.199
0.054380,0.015327,1.050255,1.166800,3272.200,800.000,1.351315,11885.126,29382405.359
0.054402,0.015328,1.052676,1.166800,3272.082,800.000,1.351177,11881.633,29372372.721
0.054423,0.015330,1.055098,1.166800,3271.965,800.000,1.351039,11878.030,29362069.733
0.054445,0.015332,1.057523,1.166800,3271.847,800.000,1.350900,11874.320,29351496.857
0.054466,0.015334,1.059951,1.166800,3271.728,800.000,1.350761,11870.502,29340654.572
0.054488,0.015336,1.062380,1.166800,3271.610,800.000,1.350622,11866.576,29329543.367
0.054509,0.015338,1.064812,1.166800,3271.491,800.000,1.350482,11862.543,29318163.751
0.054531,0.015340,1.067246,1.166800,3271.372,800.000,1.350342,11858.402,29306516.244
0.054552,0.015342,1.069682,1.166800,3271.252,800.000,1.350201,11854.153,29294601.379
0.054574,0.015344,1.072121,1.166800,3271.132,800.000,1.350060,11849.798,29282419.708
0.054595,0.015347,1.074562,1.166800,3271.012,800.000,1.349919,11845.336,29269971.792
0.054616,0.015349,1.077005,1.166800,3270.892,800.000,1.349777,11840.768,29257258.209
0.054638,0.015351,1.079450,1.166800,3270.771,800.000,1.349635,11836.093,29244279.552
0.054659,0.015354,1.081897,1.166800,3270.650,800.000,1.349492,11831.312,29231036.425
0.054681,0.015357,1.084347,1.166800,3270.529,800.000,1.349349,11826.425,29217529.448
0.054702,0.015359,1.086798,1.166800,3270.408,800.000,1.349206,11821.432,29203759.253
0.054724,0.015362,1.089252,1.166801,3270.286,800.000,1.349062,11816.334,29189726.489
0.054745,0.015365,1.091708,1.166801,3270.164,800.000,1.348917,11811.131,29175431.816
0.054766,0.015368,1.094165,1.166801,3270.042,800.000,1.348773,11805.823,29160875.908
0.054788,0.015371,1.096625,1.166801,3269.919,800.000,1.348628,11800.410,29146059.452
0.054809,0.015374,1.099087,1.166801,3269.796,800.000,1.348482,11794.893,29130983.151
0.054831,0.015377,1.101551,1.166801,3269.673,800.000,1.348337,11789.271,29115647.719
0.054852,0.015380,1.104017,1.166801,3269.550,800.000,1.348190,11783.546,29100053.884
0.054873,0.015384,1.106485,1.166801,3269.426,800.000,1.348044,11777.717,29084202.386
0.054895,0.015387,1.108955,1.166801,3269.302,800.000,1.347897,11771.785,29068093.981
0.054916,0.015390,1.111427,1.166801,3269.178,800.000,1.347749,11765.749,29051729.435
0.054937,0.015394,1.113900,1.166801,3269.054,800.000,1.347602,11759.611,29035109.528
0.054959,0.015397,1.116376,1.166802,3268.929,800.000,1.347453,11753.371,29018235.055
0.054980,0.015401,1.118854,1.166802,3268.804,800.000,1.347305,11747.028,29001106.819
0.055001,0.015405,1.121333,1.166802,3268.678,800.000,1.347156,11740.584,28983725.641
0.055022,0.015409,1.123814,1.166802,3268.553,800.000,1.347006,11734.038,28966092.350
0.055044,0.015413,1.126298,1.166802,3268.427,800.000,1.346857,11727.391,28948207.790
0.055065,0.015417,1.128783,1.166802,3268.301,800.000,1.346706,11720.643,28930072.818
0.055086,0.015421,1.131269,1.166803,3268.175,800.000,1.346556,11713.794,28911688.300
0.055107,0.015425,1.133758,1.166803,3268.048,800.000,1.346405,11706.846,28893055.118
0.055128,0.015429,1.136248,1.166803,3267.921,800.000,1.346254,11699.797,28874174.164
0.055150,0.015433,1.138740,1.166803,3267.794,800.000,1.346102,11692.649,28855046.341
0.055171,0.015438,1.141234,1.166803,3267.666,800.000,1.345950,11685.402,28835672.566
0.055192,0.015442,1.143730,1.166804,3267.539,800.000,1.345797,11678.055,28816053.767
0.055213,0.015447,1.146227,1.166804,3267.411,800.000,1.345645,11670.611,28796190.883
0.055234,0.015451,1.148726,1.166804,3267.283,800.000,1.345491,11663.068,28776084.865
0.055255,0.015456,1.151227,1.166804,3267.154,800.000,1.345338,11655.428,28755736.676
0.055276,0.015460,1.153729,1.166805,3267.025,800.000,1.345184,11647.690,28735147.289
0.055297,0.015465,1.156233,1.166805,3266.896,800.000,1.345029,11639.855,28714317.690
0.055318,0.015470,1.158738,1.166805,3266.767,800.000,1.344875,11631.924,28693248.873
0.055339,0.015475,1.161245,1.166806,3266.638,800.000,1.344719,11623.896,28671941.847
0.055360,0.015480,1.163754,1.166806,3266.508,800.000,1.344564,11615.773,28650397.629
0.055381,0.015485,1.166264,1.166806,3266.378,800.000,1.344408,11607.554,28628617.248
0.055402,0.015490,1.168776,1.166807,3266.248,800.000,1.344252,11599.240,28606601.742
0.055423,0.015496,1.171289,1.166807,3266.117,800.000,1.344095,11590.832,28584352.162
0.055444,0.015501,1.173804,1.166808,3265.987,800.000,1.343938,11582.329,28561869.568
0.055465,0.015506,1.176320,1.166808,3265.856,800.000,1.343780,11573.733,28539155.030
0.055486,0.015512,1.178838,1.166808,3265.725,800.000,1.343623,11565.043,28516209.628
0.055507,0.015517,1.181357,1.166809,3265.593,800.000,1.343464,11556.260,28493034.453
0.055528,0.015523,1.183878,1.166809,3265.461,800.000,1.343306,11547.384,28469630.606
