x_m,y_m,Ma,gamma,Taw_K,Twg_K,sigma,hg_W_m2K,qdot_W_m2
0.037156,0.023047,0.358018,1.166800,3296.510,800.000,1.378565,32292.896,80619525.743
0.037256,0.022966,0.360937,1.166800,3296.453,800.000,1.378505,32495.425,81123303.724
0.037356,0.022887,0.363868,1.166800,3296.396,800.000,1.378443,32697.843,81626761.050
0.037456,0.022808,0.366811,1.166800,3296.338,800.000,1.378381,32900.141,82129871.712
0.037556,0.022730,0.369766,1.166800,3296.279,800.000,1.378319,33102.307,82632609.134
0.037656,0.022652,0.372732,1.166800,3296.220,800.000,1.378255,33304.332,83134946.182
0.037756,0.022576,0.375711,1.166800,3296.160,800.000,1.378191,33506.205,83636855.170
0.037856,0.022500,0.378702,1.166800,3296.100,800.000,1.378126,33707.913,84138307.872
0.037956,0.022425,0.381705,1.166800,3296.038,800.000,1.378060,33909.447,84639275.529
0.038056,0.022351,0.384721,1.166800,3295.976,800.000,1.377993,34110.794,85139728.859
0.038156,0.022277,0.387748,1.166800,3295.913,800.000,1.377926,34311.944,85639638.061
0.038256,0.022205,0.390788,1.166800,3295.850,800.000,1.377857,34512.883,86138972.829
0.038356,0.022133,0.393840,1.166800,3295.786,800.000,1.377788,34713.600,86637702.355
0.038456,0.022061,0.396904,1.166800,3295.721,800.000,1.377719,34914.083,87135795.339
0.038556,0.021991,0.399981,1.166800,3295.655,800.000,1.377648,35114.318,87633219.998
0.038656,0.021921,0.403070,1.166800,3295.588,800.000,1.377576,35314.295,88129944.072
0.038756,0.021852,0.406172,1.166800,3295.521,800.000,1.377504,35513.998,88625934.832
0.038856,0.021783,0.409286,1.166800,3295.453,800.000,1.377431,35713.417,89121159.087
0.038956,0.021715,0.412412,1.166800,3295.384,800.000,1.377357,35912.536,89615583.194
0.039056,0.021648,0.415551,1.166800,3295.315,800.000,1.377282,36111.343,90109173.063
0.039156,0.021582,0.418702,1.166800,3295.245,800.000,1.377207,36309.825,90601894.167
0.039256,0.021516,0.421867,1.166800,3295.174,800.000,1.377130,36507.967,91093711.548
0.039356,0.021451,0.425043,1.166800,3295.102,800.000,1.377053,36705.755,91584589.823
0.039456,0.021386,0.428232,1.166800,3295.029,800.000,1.376974,36903.176,92074493.196
0.039556,0.021322,0.431434,1.166800,3294.955,800.000,1.376895,37100.215,92563385.463
0.039656,0.021259,0.434649,1.166800,3294.881,800.000,1.376815,37296.858,93051230.017
0.039756,0.021196,0.437876,1.166800,3294.806,800.000,1.376734,37493.090,93537989.862
0.039856,0.021134,0.441116,1.166800,3294.730,800.000,1.376652,37688.896,94023627.614
0.039956,0.021073,0.444369,1.166800,3294.653,800.000,1.376569,37884.262,94508105.515
0.040056,0.021012,0.447634,1.166800,3294.576,800.000,1.376486,38079.172,94991385.436
0.040156,0.020952,0.450912,1.166800,3294.497,800.000,1.376401,38273.612,95473428.887
0.040256,0.020893,0.454203,1.166800,3294.418,800.000,1.376316,38467.566,95954197.023
0.040356,0.020834,0.457507,1.166800,3294.338,800.000,1.376229,38661.018,96433650.657
0.040456,0.020776,0.460823,1.166800,3294.257,800.000,1.376142,38853.953,96911750.260
0.040556,0.020718,0.464153,1.166800,3294.175,800.000,1.376053,39046.355,97388455.977
0.040656,0.020661,0.467495,1.166800,3294.093,800.000,1.375964,39238.208,97863727.631
0.040756,0.020605,0.470850,1.166800,3294.009,800.000,1.375874,39429.496,98337524.732
0.040856,0.020549,0.474218,1.166800,3293.925,800.000,1.375782,39620.204,98809806.484
0.040956,0.020493,0.477599,1.166800,3293.839,800.000,1.375690,39810.315,99280531.797
0.041056,0.020438,0.480993,1.166800,3293.753,800.000,1.375597,39999.812,99749659.293
0.041156,0.020384,0.484400,1.166800,3293.666,800.000,1.375502,40188.679,100217147.314
0.041256,0.020331,0.487819,1.166800,3293.578,800.000,1.375407,40376.900,100682953.932
0.041356,0.020278,0.491252,1.166800,3293.489,800.000,1.375311,40564.458,101147036.958
0.041456,0.020225,0.494698,1.166800,3293.399,800.000,1.375213,40751.335,101609353.949
0.041556,0.020173,0.498156,1.166800,3293.309,800.000,1.375115,40937.516,102069862.220
0.041656,0.020122,0.501628,1.166800,3293.217,800.000,1.375016,41122.983,102528518.850
0.041756,0.020071,0.505112,1.166800,3293.124,800.000,1.374915,41307.719,102985280.693
0.041856,0.020021,0.508610,1.166800,3293.031,800.000,1.374814,41491.706,103440104.387
0.041956,0.019971,0.512120,1.166800,3292.936,800.000,1.374711,41674.929,103892946.362
0.042056,0.019922,0.515643,1.166800,3292.841,800.000,1.374608,41857.368,104343762.854
0.042156,0.019873,0.519180,1.166800,3292.745,800.000,1.374503,42039.008,104792509.907
0.042256,0.019825,0.522729,1.166800,3292.647,800.000,1.374397,42219.830,105239143.389
0.042356,0.019777,0.526292,1.166800,3292.549,800.000,1.374290,42399.816,105683618.999
0.042456,0.019730,0.529867,1.166800,3292.450,800.000,1.374183,42578.950,106125892.278
0.042556,0.019683,0.533456,1.166800,3292.349,800.000,1.374074,42757.213,106565918.618
0.042656,0.019637,0.537057,1.166800,3292.248,800.000,1.373963,42934.588,107003653.273
0.042756,0.019592,0.540672,1.166800,3292.146,800.000,1.373852,43111.057,107439051.368
0.042856,0.019547,0.544300,1.166800,3292.043,800.000,1.373740,43286.602,107872067.911
0.042956,0.019502,0.547940,1.166800,3291.939,800.000,1.373626,43461.205,108302657.801
0.043056,0.019458,0.551594,1.166800,3291.833,800.000,1.373512,43634.848,108730775.841
0.043156,0.019414,0.555261,1.166800,3291.727,800.000,1.373396,43807.513,109156376.747
0.043256,0.019371,0.558940,1.166800,3291.620,800.000,1.373279,43979.183,109579415.159
0.043356,0.019329,0.562633,1.166800,3291.512,800.000,1.373161,44149.839,109999845.651
0.043456,0.019287,0.566339,1.166800,3291.403,800.000,1.373042,44319.462,110417622.743
0.043556,0.019245,0.570058,1.166800,3291.292,800.000,1.372921,44488.036,110832700.912
0.043656,0.019204,0.573789,1.166800,3291.181,800.000,1.372800,44655.541,111245034.602
0.043756,0.019163,0.577534,1.166800,3291.069,800.000,1.372677,44821.960,111654578.237
0.043856,0.019123,0.581292,1.166800,3290.955,800.000,1.372553,44987.275,112061286.228
0.043956,0.019084,0.585063,1.166800,3290.841,800.000,1.372428,45151.467,112465112.990
0.044056,0.019045,0.588846,1.166800,3290.725,800.000,1.372301,45314.518,112866012.948
0.044156,0.019006,0.592643,1.166800,3290.609,800.000,1.372174,45476.410,113263940.552
0.044256,0.018968,0.596453,1.166800,3290.491,800.000,1.372045,45637.125,113658850.288
0.044356,0.018930,0.600276,1.166800,3290.372,800.000,1.371915,45796.645,114050696.687
0.044456,0.018893,0.604111,1.166800,3290.253,800.000,1.371784,45954.952,114439434.341
0.044556,0.018856,0.607960,1.166800,3290.132,800.000,1.371651,46112.027,114825017.909
0.044656,0.018820,0.611821,1.166800,3290.010,800.000,1.371517,46267.853,115207402.134
0.044756,0.018784,0.615696,1.166800,3289.887,800.000,1.371382,46422.411,115586541.854
0.044856,0.018748,0.619583,1.166800,3289.763,800.000,1.371246,46575.684,115962392.009
0.044956,0.018713,0.623484,1.166800,3289.637,800.000,1.371108,46727.653,116334907.659
0.045056,0.018679,0.627397,1.166800,3289.511,800.000,1.370970,46878.301,116704043.993
0.045156,0.018645,0.631323,1.166800,3289.383,800.000,1.370829,47027.610,117069756.342
0.045256,0.018611,0.635262,1.166800,3289.255,800.000,1.370688,47175.562,117432000.190
0.045356,0.018578,0.639214,1.166800,3289.125,800.000,1.370545,47322.139,117790731.186
0.045456,0.018545,0.643178,1.166800,3288.994,800.000,1.370401,47467.324,118145905.157
0.045556,0.018513,0.647156,1.166800,3288.863,800.000,1.370256,47611.099,118497478.121
0.045656,0.018481,0.651146,1.166800,3288.729,800.000,1.370109,47753.446,118845406.297
0.045756,0.018450,0.655149,1.166800,3288.595,800.000,1.369961,47894.348,119189646.118
0.045856,0.018419,0.659165,1.166800,3288.460,800.000,1.369812,48033.788,119530154.244
0.045956,0.018389,0.663194,1.166800,3288.323,800.000,1.369661,48171.748,119866887.573
0.046056,0.018359,0.667236,1.166800,3288.186,800.000,1.369509,48308.211,120199803.255
0.046156,0.018329,0.671290,1.166800,3288.047,800.000,1.369356,48443.160,120528858.702
0.046256,0.018300,0.675357,1.166800,3287.907,800.000,1.369201,48576.578,120854011.601
0.046356,0.018271,0.679436,1.166800,3287.766,800.000,1.369045,48708.449,121175219.928
0.046456,0.018243,0.683529,1.166800,3287.624,800.000,1.368888,48838.755,121492441.957
0.046556,0.018215,0.687634,1.166800,3287.480,800.000,1.368729,48967.479,121805636.274
0.046656,0.018188,0.691751,1.166800,3287.336,800.000,1.368569,49094.606,122114761.790
0.046756,0.018161,0.695882,1.166800,3287.190,800.000,1.368407,49220.119,122419777.751
0.046856,0.018134,0.700024,1.166800,3287.043,800.000,1.368244,49344.001,122720643.752
0.046956,0.018108,0.704180,1.166800,3286.895,800.000,1.368080,49466.237,123017319.747
0.047056,0.018083,0.708348,1.166800,3286.745,800.000,1.367914,49586.809,123309766.065
0.047156,0.018057,0.712528,1.166800,3286.595,800.000,1.367747,49705.704,123597943.415
0.047256,0.018032,0.716722,1.166800,3286.443,800.000,1.367578,49822.904,123881812.906
0.047356,0.018008,0.720927,1.166800,3286.290,800.000,1.367408,49938.395,124161336.052
0.047456,0.017984,0.725145,1.166800,3286.136,800.000,1.367237,50052.160,124436474.788
0.047556,0.017960,0.729376,1.166800,3285.981,800.000,1.367064,50164.185,124707191.482
0.047656,0.017937,0.733619,1.166800,3285.824,800.000,1.366889,50274.455,124973448.941
0.047756,0.017915,0.737874,1.166800,3285.666,800.000,1.366714,50382.954,125235210.431
0.047856,0.017892,0.742142,1.166800,3285.507,800.000,1.366536,50489.668,125492439.682
0.047956,0.017870,0.746422,1.166800,3285.347,800.000,1.366358,50594.583,125745100.900
0.048056,0.017849,0.750714,1.166800,3285.186,800.000,1.366177,50697.684,125993158.782
0.048156,0.017828,0.755019,1.166800,3285.023,800.000,1.365996,50798.957,126236578.525
0.048256,0.017807,0.759336,1.166800,3284.859,800.000,1.365812,50898.388,126475325.836
0.048356,0.017787,0.763665,1.166800,3284.694,800.000,1.365628,50995.964,126709366.944
0.048456,0.017767,0.768007,1.166800,3284.528,800.000,1.365442,51091.670,126938668.611
0.048556,0.017747,0.772361,1.166800,3284.360,800.000,1.365254,51185.493,127163198.142
0.048656,0.017728,0.776726,1.166800,3284.191,800.000,1.365065,51277.421,127382923.397
0.048756,0.017710,0.781105,1.166800,3284.021,800.000,1.364874,51367.441,127597812.801
0.048856,0.017691,0.785495,1.166800,3283.850,800.000,1.364682,51455.538,127807835.352
0.048956,0.017674,0.789897,1.166800,3283.677,800.000,1.364488,51541.703,128012960.635
0.049056,0.017656,0.794311,1.166800,3283.504,800.000,1.364293,51625.921,128213158.830
0.049156,0.017639,0.798738,1.166800,3283.329,800.000,1.364096,51708.181,128408400.720
0.049256,0.017623,0.803176,1.166800,3283.152,800.000,1.363898,51788.472,128598657.704
0.049356,0.017606,0.807626,1.166800,3282.975,800.000,1.363698,51866.781,128783901.806
0.049456,0.017591,0.812088,1.166800,3282.796,800.000,1.363496,51943.097,128964105.683
0.049556,0.017575,0.816563,1.166800,3282.616,800.000,1.363293,52017.410,129139242.635
0.049656,0.017560,0.821049,1.166800,3282.434,800.000,1.363089,52089.709,129309286.613
0.049756,0.017545,0.825547,1.166800,3282.252,800.000,1.362883,52159.983,129474212.229
0.049856,0.017531,0.830056,1.166800,3282.068,800.000,1.362675,52228.222,129633994.765
0.049956,0.017517,0.834578,1.166800,3281.883,800.000,1.362466,52294.415,129788610.181
0.050056,0.017504,0.839111,1.166800,3281.696,800.000,1.362255,52358.554,129938035.122
0.050156,0.017491,0.843656,1.166800,3281.509,800.000,1.362043,52420.629,130082246.928
0.050256,0.017478,0.848213,1.166800,3281.320,800.000,1.361829,52480.630,130221223.640
0.050356,0.017466,0.852781,1.166800,3281.130,800.000,1.361613,52538.548,130354944.011
0.050456,0.017454,0.857361,1.166800,3280.938,800.000,1.361396,52594.376,130483387.508
0.050556,0.017443,0.861953,1.166800,3280.745,800.000,1.361177,52648.104,130606534.325
0.050656,0.017432,0.866556,1.166800,3280.551,800.000,1.360957,52699.724,130724365.384
0.050756,0.017421,0.871171,1.166800,3280.356,800.000,1.360735,52749.230,130836862.349
0.050856,0.017411,0.875797,1.166800,3280.159,800.000,1.360511,52796.612,130944007.625
0.050956,0.017401,0.880434,1.166800,3279.961,800.000,1.360286,52841.865,131045784.370
0.051056,0.017391,0.885083,1.166800,3279.762,800.000,1.360059,52884.980,131142176.499
0.051156,0.017382,0.889744,1.166800,3279.562,800.000,1.359830,52925.953,131233168.687
0.051256,0.017374,0.894416,1.166800,3279.360,800.000,1.359600,52964.775,131318746.381
0.051356,0.017365,0.899099,1.166800,3279.157,800.000,1.359368,53001.442,131398895.800
0.051456,0.017357,0.903793,1.166800,3278.953,800.000,1.359135,53035.947,131473603.940
0.051556,0.017350,0.908499,1.166800,3278.747,800.000,1.358900,53068.285,131542858.582
0.051656,0.017343,0.913216,1.166800,3278.540,800.000,1.358663,53098.451,131606648.296
0.051756,0.017336,0.917944,1.166800,3278.332,800.000,1.358424,53126.441,131664962.442
0.051856,0.017329,0.922683,1.166800,3278.123,800.000,1.358184,53152.249,131717791.179
0.051956,0.017323,0.927434,1.166800,3277.912,800.000,1.357943,53175.872,131765125.464
0.052056,0.017318,0.932195,1.166800,3277.700,800.000,1.357699,53197.305,131806957.058
0.052156,0.017313,0.936968,1.166800,3277.487,800.000,1.357454,53216.546,131843278.529
0.052256,0.017308,0.941751,1.166800,3277.272,800.000,1.357207,53233.591,131874083.256
0.052356,0.017303,0.946546,1.166800,3277.056,800.000,1.356959,53248.437,131899365.428
0.052456,0.017299,0.951351,1.166800,3276.839,800.000,1.356709,53261.081,131919120.052
0.052556,0.017296,0.956168,1.166800,3276.620,800.000,1.356457,53271.522,131933342.949
0.052656,0.017292,0.960995,1.166800,3276.401,800.000,1.356203,53279.757,131942030.761
0.052756,0.017289,0.965833,1.166800,3276.180,800.000,1.355948,53285.785,131945180.950
0.052856,0.017287,0.970682,1.166800,3275.957,800.000,1.355691,53289.604,131942791.800
0.052956,0.017285,0.975542,1.166800,3275.734,800.000,1.355432,53291.214,131934862.417
0.053056,0.017283,0.980412,1.166800,3275.509,800.000,1.355172,53290.614,131921392.731
0.053156,0.017282,0.985293,1.166800,3275.283,800.000,1.354910,53287.803,131902383.496
0.053256,0.017281,0.990185,1.166800,3275.055,800.000,1.354646,53282.782,131877836.291
0.053356,0.017280,0.995087,1.166800,3274.827,800.000,1.354381,53275.551,131847753.518
0.053456,0.017280,1.000000,1.166800,3274.597,800.000,1.354114,53266.111,131812138.515
0.053456,0.017280,1.000000,1.166800,3274.597,800.000,1.354114,53266.111,131812138.515
0.053493,0.017280,1.003552,1.166800,3274.430,800.000,1.353920,53257.948,131783057.444
0.053530,0.017280,1.007109,1.166800,3274.262,800.000,1.353725,53248.676,131751199.034
0.053566,0.017281,1.010673,1.166800,3274.094,800.000,1.353529,53238.296,131716565.572
0.053603,0.017282,1.014242,1.166800,3273.925,800.000,1.353332,53226.809,131679159.796
0.053639,0.017282,1.017817,1.166800,3273.756,800.000,1.353135,53214.216,131638984.792
0.053676,0.017283,1.021398,1.166800,3273.586,800.000,1.352936,53200.518,131596043.991
0.053712,0.017285,1.024985,1.166800,3273.415,800.000,1.352737,53185.715,131550341.162
0.053749,0.017286,1.028578,1.166800,3273.243,800.000,1.352537,53169.810,131501880.422
0.053785,0.017288,1.032176,1.166800,3273.071,800.000,1.352335,53152.804,131450666.225
0.053822,0.017290,1.035780,1.166800,3272.898,800.000,1.352133,53134.699,131396703.365
0.053858,0.017292,1.039389,1.166800,3272.725,800.000,1.351930,53115.496,131339996.977
0.053895,0.017294,1.043004,1.166800,3272.550,800.000,1.351726,53095.197,131280552.532
0.053931,0.017296,1.046624,1.166800,3272.376,800.000,1.351521,53073.805,131218375.835
0.053968,0.017299,1.050249,1.166800,3272.200,800.000,1.351315,53051.321,131153473.029
0.054004,0.017302,1.053880,1.166800,3272.024,800.000,1.351108,53027.748,131085850.587
0.054041,0.017305,1.057516,1.166800,3271.847,800.000,1.350901,53003.088,131015515.314
0.054077,0.017308,1.061158,1.166800,3271.669,800.000,1.350692,52977.344,130942474.343
0.054113,0.017311,1.064804,1.166800,3271.491,800.000,1.350482,52950.518,130866735.137
0.054150,0.017315,1.068456,1.166800,3271.312,800.000,1.350272,52922.614,130788305.481
0.054186,0.017319,1.072112,1.166800,3271.133,800.000,1.350061,52893.635,130707193.486
0.054223,0.017323,1.075774,1.166800,3270.953,800.000,1.349848,52863.582,130623407.584
0.054259,0.017327,1.079440,1.166800,3270.772,800.000,1.349635,52832.461,130536956.523
0.054295,0.017331,1.083111,1.166800,3270.590,800.000,1.349421,52800.273,130447849.371
0.054331,0.017336,1.086787,1.166801,3270.408,800.000,1.349206,52767.023,130356095.509
0.054368,0.017340,1.090468,1.166801,3270.226,800.000,1.348990,52732.714,130261704.629
0.054404,0.017345,1.094153,1.166801,3270.042,800.000,1.348774,52697.349,130164686.733
0.054440,0.017350,1.097844,1.166801,3269.858,800.000,1.348556,52660.934,130065052.128
0.054476,0.017356,1.101538,1.166801,3269.674,800.000,1.348337,52623.471,129962811.427
0.054512,0.017361,1.105237,1.166801,3269.489,800.000,1.348118,52584.964,129857975.542
0.054549,0.017367,1.108941,1.166801,3269.303,800.000,1.347898,52545.419,129750555.684
0.054585,0.017373,1.112649,1.166802,3269.116,800.000,1.347676,52504.839,129640563.358
0.054621,0.017379,1.116361,1.166802,3268.929,800.000,1.347454,52463.228,129528010.363
0.054657,0.017385,1.120077,1.166802,3268.742,800.000,1.347231,52420.592,129412908.785
0.054693,0.017391,1.123798,1.166802,3268.554,800.000,1.347007,52376.935,129295270.996
0.054729,0.017398,1.127523,1.166802,3268.365,800.000,1.346783,52332.261,129175109.651
0.054765,0.017405,1.131252,1.166803,3268.175,800.000,1.346557,52286.576,129052437.684
0.054800,0.017412,1.134985,1.166803,3267.985,800.000,1.346330,52239.885,128927268.305
0.054836,0.017419,1.138722,1.166803,3267.795,800.000,1.346103,52192.192,128799614.996
0.054872,0.017427,1.142463,1.166804,3267.603,800.000,1.345875,52143.503,128669491.507
0.054908,0.017434,1.146207,1.166804,3267.412,800.000,1.345646,52093.824,128536911.854
0.054944,0.017442,1.149956,1.166805,3267.219,800.000,1.345416,52043.160,128401890.315
0.054979,0.017450,1.153708,1.166805,3267.026,800.000,1.345185,51991.515,128264441.426
0.055015,0.017458,1.157464,1.166806,3266.833,800.000,1.344953,51938.897,128124579.975
0.055050,0.017466,1.161223,1.166806,3266.639,800.000,1.344721,51885.311,127982321.002
0.055086,0.017475,1.164986,1.166807,3266.444,800.000,1.344487,51830.762,127837679.794
0.055121,0.017484,1.168752,1.166807,3266.249,800.000,1.344253,51775.256,127690671.879
0.055157,0.017492,1.172522,1.166808,3266.053,800.000,1.344018,51718.801,127541313.025
0.055192,0.017502,1.176295,1.166809,3265.857,800.000,1.343782,51661.401,127389619.233
0.055228,0.017511,1.180072,1.166810,3265.660,800.000,1.343545,51603.062,127235606.735
0.055263,0.017520,1.183852,1.166810,3265.463,800.000,1.343307,51543.793,127079291.989
0.055298,0.017530,1.187634,1.166811,3265.265,800.000,1.343069,51483.598,126920691.678
0.055333,0.017540,1.191420,1.166812,3265.066,800.000,1.342829,51422.484,126759822.699
0.055369,0.017550,1.195209,1.166813,3264.867,800.000,1.342589,51360.458,126596702.166
0.055404,0.017560,1.199001,1.166814,3264.668,800.000,1.342348,51297.527,126431347.400
0.055439,0.017570,1.202796,1.166815,3264.467,800.000,1.342106,51233.697,126263775.928
0.055474,0.017581,1.206594,1.166816,3264.267,800.000,1.341864,51168.975,126094005.480
0.055509,0.017592,1.210394,1.166817,3264.066,800.000,1.341620,51103.368,125922053.980
0.055544,0.017603,1.214198,1.166819,3263.864,800.000,1.341376,51036.883,125747939.545
0.055578,0.017614,1.218004,1.166820,3263.662,800.000,1.341131,50969.528,125571680.480
0.055613,0.017625,1.221812,1.166821,3263.459,800.000,1.340885,50901.308,125393295.273
0.055648,0.017637,1.225623,1.166823,3263.256,800.000,1.340638,50832.233,125212802.591
0.055683,0.017648,1.229437,1.166824,3263.052,800.000,1.340391,50762.308,125030221.274
0.055717,0.017660,1.233253,1.166826,3262.848,800.000,1.340142,50691.542,124845570.334
0.055752,0.017672,1.237071,1.166828,3262.643,800.000,1.339893,50619.941,124658868.948
0.055786,0.017684,1.240892,1.166830,3262.438,800.000,1.339643,50547.514,124470136.452
0.055820,0.017697,1.244714,1.166831,3262.233,800.000,1.339393,50474.268,124279392.338
0.055855,0.017709,1.248539,1.166833,3262.027,800.000,1.339141,50400.210,124086656.253
0.055889,0.017722,1.252366,1.166835,3261.820,800.000,1.338889,50325.348,123891947.987
0.055923,0.017735,1.256196,1.166837,3261.613,800.000,1.338636,50249.690,123695287.475
0.055957,0.017748,1.260027,1.166840,3261.405,800.000,1.338382,50173.244,123496694.788
0.055991,0.017762,1.263860,1.166842,3261.197,800.000,1.338127,50096.018,123296190.132
0.056025,0.017775,1.267695,1.166844,3260.989,800.000,1.337872,50018.019,123093793.839
0.056059,0.017789,1.271531,1.166847,3260.780,800.000,1.337615,49939.256,122889526.368
0.056093,0.017803,1.275370,1.166849,3260.571,800.000,1.337359,49859.737,122683408.295
0.056127,0.017817,1.279210,1.166852,3260.361,800.000,1.337101,49779.469,122475460.312
0.056161,0.017831,1.283052,1.166855,3260.151,800.000,1.336842,49698.462,122265703.220
0.056194,0.017845,1.286895,1.166858,3259.940,800.000,1.336583,49616.722,122054157.926
0.056228,0.017860,1.290739,1.166861,3259.729,800.000,1.336323,49534.259,121840845.438
0.056261,0.017875,1.294586,1.166864,3259.517,800.000,1.336062,49451.080,121625786.861
0.056294,0.017890,1.298433,1.166868,3259.305,800.000,1.335801,49367.194,121409003.390
0.056328,0.017905,1.302282,1.166871,3259.093,800.000,1.335538,49282.609,121190516.308
0.056361,0.017920,1.306132,1.166875,3258.880,800.000,1.335276,49197.334,120970346.981
0.056394,0.017935,1.309983,1.166878,3258.667,800.000,1.335012,49111.377,120748516.852
0.056427,0.017951,1.313835,1.166882,3258.453,800.000,1.334747,49024.746,120525047.438
0.056460,0.017967,1.317689,1.166886,3258.239,800.000,1.334482,48937.450,120299960.325
0.056493,0.017983,1.321543,1.166890,3258.025,800.000,1.334216,48849.498,120073277.163
0.056526,0.017999,1.325398,1.166894,3257.810,800.000,1.333950,48760.898,119845019.664
0.056559,0.018015,1.329254,1.166899,3257.595,800.000,1.333682,48671.658,119615209.592
0.056591,0.018032,1.333111,1.166903,3257.379,800.000,1.333414,48581.787,119383868.765
0.056624,0.018048,1.336968,1.166908,3257.163,800.000,1.333145,48491.294,119151019.046
0.056656,0.018065,1.340827,1.166913,3256.947,800.000,1.332876,48400.188,118916682.342
0.056688,0.018082,1.344686,1.166918,3256.730,800.000,1.332606,48308.476,118680880.596
0.056721,0.018099,1.348545,1.166923,3256.513,800.000,1.332335,48216.168,118443635.786
0.056753,0.018117,1.352405,1.166928,3256.295,800.000,1.332063,48123.273,118204969.920
0.056785,0.018134,1.356265,1.166934,3256.077,800.000,1.331791,48029.798,117964905.028
0.056817,0.018152,1.360126,1.166940,3255.859,800.000,1.331518,47935.753,117723463.165
0.056849,0.018170,1.363987,1.166945,3255.641,800.000,1.331244,47841.147,117480666.399
0.056881,0.018188,1.367848,1.166952,3255.422,800.000,1.330970,47745.988,117236536.813
0.056912,0.018206,1.371709,1.166958,3255.202,800.000,1.330695,47650.285,116991096.498
0.056912,0.018206,1.371709,1.166958,3255.202,800.000,1.330695,47650.285,116991096.498
0.057139,0.018337,1.398505,1.167007,3253.672,800.000,1.328768,46971.883,115253574.250
0.057366,0.018467,1.423731,1.167062,3252.216,800.000,1.326924,46311.946,113566885.730
0.057593,0.018597,1.447631,1.167124,3250.823,800.000,1.325150,45669.427,111927702.944
0.057820,0.018727,1.470392,1.167193,3249.486,800.000,1.323436,45043.431,110333246.539
0.058047,0.018856,1.492158,1.167268,3248.196,800.000,1.321774,44433.179,108781130.679
0.058274,0.018985,1.513044,1.167350,3246.948,800.000,1.320159,43837.976,107269263.779
0.058501,0.019114,1.533145,1.167439,3245.739,800.000,1.318584,43257.192,105795781.973
0.058728,0.019242,1.552538,1.167535,3244.563,800.000,1.317045,42690.253,104359002.803
0.058955,0.019370,1.571288,1.167637,3243.418,800.000,1.315540,42136.629,102957391.889
0.059182,0.019497,1.589450,1.167747,3242.301,800.000,1.314065,41595.828,101589538.264
0.059409,0.019624,1.607073,1.167863,3241.210,800.000,1.312617,41067.391,100254135.659
0.059636,0.019751,1.624197,1.167986,3240.143,800.000,1.311194,40550.886,98949967.987
0.059863,0.019877,1.640858,1.168115,3239.098,800.000,1.309794,40045.905,97675897.869
0.060090,0.020002,1.657087,1.168252,3238.074,800.000,1.308416,39552.066,96430857.386
0.060317,0.020128,1.672913,1.168395,3237.069,800.000,1.307057,39069.004,95213840.534
0.060544,0.020253,1.688361,1.168545,3236.081,800.000,1.305717,38596.374,94023896.952
0.060771,0.020378,1.703452,1.168701,3235.110,800.000,1.304394,38133.846,92860126.666
0.060998,0.020502,1.718206,1.168865,3234.156,800.000,1.303087,37681.107,91721675.608
0.061225,0.020626,1.732643,1.169035,3233.215,800.000,1.301794,37237.858,90607731.782
0.061452,0.020749,1.746778,1.169212,3232.289,800.000,1.300516,36803.812,89517521.926
0.061679,0.020872,1.760626,1.169395,3231.377,800.000,1.299251,36378.696,88450308.606
0.061906,0.020995,1.774202,1.169586,3230.476,800.000,1.297998,35962.248,87405387.638
0.062133,0.021117,1.787517,1.169783,3229.588,800.000,1.296757,35554.215,86382085.818
0.062360,0.021239,1.800584,1.169986,3228.711,800.000,1.295527,35154.356,85379758.874
0.062587,0.021361,1.813413,1.170196,3227.844,800.000,1.294307,34762.440,84397789.644
0.062814,0.021482,1.826013,1.170413,3226.988,800.000,1.293097,34378.244,83435586.413
0.063041,0.021602,1.838395,1.170636,3226.142,800.000,1.291896,34001.553,82492581.415
0.063267,0.021723,1.850567,1.170866,3225.304,800.000,1.290704,33632.161,81568229.462
0.063494,0.021843,1.862537,1.171103,3224.476,800.000,1.289520,33269.869,80662006.688
0.063721,0.021962,1.874312,1.171345,3223.656,800.000,1.288344,32914.487,79773409.395
0.063948,0.022081,1.885899,1.171595,3222.845,800.000,1.287175,32565.829,78901952.992
0.064175,0.022200,1.897305,1.171850,3222.041,800.000,1.286013,32223.718,78047171.014
0.064402,0.022319,1.908536,1.172112,3221.245,800.000,1.284858,31887.982,77208614.202
0.064629,0.022437,1.919598,1.172380,3220.456,800.000,1.283709,31558.456,76385849.667
0.064856,0.022554,1.930495,1.172654,3219.674,800.000,1.282566,31234.980,75578460.088
0.065083,0.022672,1.941235,1.172935,3218.898,800.000,1.281428,30917.400,74786042.984
0.065310,0.022788,1.951820,1.173221,3218.129,800.000,1.280296,30605.565,74008210.019
0.065537,0.022905,1.962257,1.173514,3217.366,800.000,1.279169,30299.333,73244586.356
0.065764,0.023021,1.972548,1.173813,3216.609,800.000,1.278047,29998.563,72494810.051
0.065991,0.023137,1.982699,1.174118,3215.858,800.000,1.276930,29703.121,71758531.478
0.066218,0.023252,1.992714,1.174428,3215.113,800.000,1.275817,29412.876,71035412.796
0.066445,0.023367,2.002595,1.174745,3214.373,800.000,1.274708,29127.702,70325127.438
0.066672,0.023481,2.012347,1.175067,3213.638,800.000,1.273603,28847.477,69627359.631
0.066899,0.023595,2.021973,1.175395,3212.908,800.000,1.272502,28572.083,68941803.949
0.067126,0.023709,2.031477,1.175728,3212.183,800.000,1.271405,28301.404,68268164.879
