x_m,r_m,Ma,P0_Pa,P_Pa,T_K,Re,Cf
0.095322,0.034287,2.674921,4860888.215,179205.494,1977.355,1.231e+06,0.002375
0.095513,0.034306,2.675646,4860361.407,178924.065,1976.990,1.230e+06,0.002375
0.095704,0.034325,2.676358,4859834.573,178647.787,1976.631,1.229e+06,0.002376
0.095895,0.034343,2.677057,4859307.715,178376.632,1976.279,1.228e+06,0.002376
0.096086,0.034361,2.677742,4858780.834,178110.567,1975.933,1.227e+06,0.002376
0.096277,0.034378,2.678415,4858253.933,177849.562,1975.594,1.227e+06,0.002377
0.096468,0.034395,2.679075,4857727.010,177593.590,1975.262,1.226e+06,0.002377
0.096659,0.034412,2.679722,4857200.070,177342.620,1974.936,1.225e+06,0.002378
0.096850,0.034429,2.680355,4856673.111,177096.626,1974.617,1.224e+06,0.002378
0.097041,0.034445,2.680976,4856146.137,176855.579,1974.305,1.224e+06,0.002378
0.097232,0.034461,2.681584,4855619.147,176619.453,1973.999,1.223e+06,0.002379
0.097423,0.034477,2.682179,4855092.145,176388.223,1973.699,1.222e+06,0.002379
0.097614,0.034492,2.682761,4854565.129,176161.861,1973.406,1.222e+06,0.002379
0.097805,0.034507,2.683330,4854038.103,175940.344,1973.119,1.221e+06,0.002380
0.097996,0.034521,2.683886,4853511.067,175723.648,1972.839,1.220e+06,0.002380
0.098188,0.034536,2.684430,4852984.023,175511.748,1972.566,1.220e+06,0.002380
0.098379,0.034550,2.684961,4852456.971,175304.621,1972.299,1.219e+06,0.002381
0.098570,0.034563,2.685478,4851929.913,175102.245,1972.038,1.218e+06,0.002381
0.098761,0.034576,2.685984,4851402.851,174904.598,1971.784,1.218e+06,0.002381
0.098952,0.034589,2.686476,4850875.785,174711.659,1971.536,1.217e+06,0.002381
0.099143,0.034602,2.686956,4850348.717,174523.406,1971.295,1.217e+06,0.002382
0.099334,0.034614,2.687423,4849821.648,174339.820,1971.060,1.216e+06,0.002382
