x_m,r_m,Ma_iso,delta_star_m,r_eff_m,Ma_eff,mu_Pa_s,Re_x
0.097041,0.034445,2.680976,2.04918581e-04,0.034240,2.673112,9.97064923e-05,3.719248e+05
0.097232,0.034461,2.681584,2.05493498e-04,0.034256,2.673702,9.96979449e-05,3.728390e+05
0.097423,0.034477,2.682179,2.06067519e-04,0.034271,2.674280,9.96895791e-05,3.737581e+05
0.097614,0.034492,2.682761,2.06640639e-04,0.034285,2.674844,9.96813944e-05,3.746820e+05
0.097805,0.034507,2.683330,2.07212855e-04,0.034300,2.675396,9.96733906e-05,3.756108e+05
0.097996,0.034521,2.683886,2.07784163e-04,0.034314,2.675935,9.96655673e-05,3.765445e+05
0.098188,0.034536,2.684430,2.08354560e-04,0.034327,2.676461,9.96579243e-05,3.774832e+05
0.098379,0.034550,2.684961,2.08924040e-04,0.034341,2.676974,9.96504612e-05,3.784270e+05
0.098570,0.034563,2.685478,2.09492601e-04,0.034354,2.677474,9.96431779e-05,3.793758e+05
0.098761,0.034576,2.685984,2.10060239e-04,0.034366,2.677962,9.96360739e-05,3.803297e+05
0.098952,0.034589,2.686476,2.10626949e-04,0.034379,2.678436,9.96291490e-05,3.812888e+05
0.099143,0.034602,2.686956,2.11192728e-04,0.034391,2.678898,9.96224030e-05,3.822530e+05
0.099334,0.034614,2.687423,2.11757572e-04,0.034403,2.679347,9.96158357e-05,3.832226e+05
