x_m,r_m,Ma_iso,delta_star_m,r_eff_m,Ma_eff,mu_Pa_s,Re_x_plot
0.074113,0.030153,2.495764,2.51869195e-04,0.029901,2.484237,7.16042638e-05,5.170288e+05
0.074305,0.030208,2.498277,2.52544773e-04,0.029955,2.486749,7.15740075e-05,5.166835e+05
0.074496,0.030263,2.500769,2.53219852e-04,0.030010,2.489240,7.15440097e-05,5.163480e+05
0.074687,0.030318,2.503239,2.53894431e-04,0.030064,2.491709,7.15142687e-05,5.160221e+05
0.074878,0.030372,2.505688,2.54568504e-04,0.030117,2.494157,7.14847827e-05,5.157058e+05
0.075069,0.030426,2.508117,2.55242070e-04,0.030171,2.496584,7.14555500e-05,5.153991e+05
0.075260,0.030480,2.510524,2.55915126e-04,0.030224,2.498990,7.14265688e-05,5.151018e+05
0.075451,0.030533,2.512911,2.56587667e-04,0.030276,2.501375,7.13978374e-05,5.148139e+05
0.075642,0.030586,2.515277,2.57259692e-04,0.030329,2.503739,7.13693541e-05,5.145353e+05
0.075833,0.030639,2.517623,2.57931196e-04,0.030381,2.506083,7.13411172e-05,5.142660e+05
0.076024,0.030691,2.519948,2.58602177e-04,0.030432,2.508406,7.13131252e-05,5.140060e+05
0.076215,0.030743,2.522254,2.59272632e-04,0.030484,2.510709,7.12853764e-05,5.137551e+05
0.076406,0.030795,2.524539,2.59942557e-04,0.030535,2.512992,7.12578692e-05,5.135134e+05
0.076597,0.030846,2.526805,2.60611949e-04,0.030585,2.515255,7.12306021e-05,5.132807e+05
0.076788,0.030897,2.529051,2.61280805e-04,0.030636,2.517498,7.12035735e-05,5.130570e+05
0.076979,0.030948,2.531277,2.61949121e-04,0.030686,2.519722,7.11767819e-05,5.128424e+05
0.077170,0.030998,2.533484,2.62616896e-04,0.030736,2.521926,7.11502258e-05,5.126366e+05
0.077362,0.031048,2.535671,2.63284124e-04,0.030785,2.524110,7.11239036e-05,5.124397e+05
0.077553,0.031098,2.537840,2.63950804e-04,0.030834,2.526275,7.10978140e-05,5.122516e+05
0.077744,0.031147,2.539989,2.64616932e-04,0.030883,2.528420,7.10719555e-05,5.120724e+05
0.077935,0.031196,2.542119,2.65282504e-04,0.030931,2.530547,7.10463266e-05,5.119018e+05
0.078126,0.031245,2.544230,2.65947518e-04,0.030979,2.532654,7.10209260e-05,5.117400e+05
0.078317,0.031294,2.546323,2.66611970e-04,0.031027,2.534743,7.09957523e-05,5.115868e+05
0.078508,0.031342,2.548396,2.67275857e-04,0.031074,2.536813,7.09708042e-05,5.114422e+05
0.078699,0.031389,2.550452,2.67939176e-04,0.031121,2.538864,7.09460802e-05,5.113061e+05
0.078890,0.031437,2.552489,2.68601923e-04,0.031168,2.540896,7.09215790e-05,5.111786e+05
0.079081,0.031484,2.554507,2.69264096e-04,0.031215,2.542910,7.08972994e-05,5.110596e+05
0.079272,0.031531,2.556508,2.69925691e-04,0.031261,2.544906,7.08732400e-05,5.109490e+05
0.079463,0.031577,2.558490,2.70586704e-04,0.031307,2.546884,7.08493996e-05,5.108469e+05
0.079654,0.031623,2.560454,2.71247133e-04,0.031352,2.548843,7.08257769e-05,5.107531e+05
0.079845,0.031669,2.562400,2.71906974e-04,0.031397,2.550784,7.08023707e-05,5.106676e+05
0.080036,0.031714,2.564329,2.72566224e-04,0.031442,2.552708,7.07791797e-05,5.105904e+05
0.080228,0.031760,2.566240,2.73224880e-04,0.031486,2.554613,7.07562028e-05,5.105216e+05
0.080419,0.031804,2.568133,2.73882938e-04,0.031531,2.556501,7.07334387e-05,5.104609e+05
0.080610,0.031849,2.570009,2.74540395e-04,0.031574,2.558371,7.07108864e-05,5.104084e+05
0.080801,0.031893,2.571867,2.75197248e-04,0.031618,2.560224,7.06885445e-05,5.103641e+05
0.080992,0.031937,2.573708,2.75853494e-04,0.031661,2.562059,7.06664120e-05,5.103280e+05
0.081183,0.031980,2.575532,2.76509128e-04,0.031704,2.563877,7.06444878e-05,5.103000e+05
0.081374,0.032023,2.577338,2.77164149e-04,0.031746,2.565678,7.06227708e-05,5.102800e+05
0.081565,0.032066,2.579128,2.77818552e-04,0.031789,2.567461,7.06012597e-05,5.102681e+05
0.081756,0.032109,2.580900,2.78472334e-04,0.031830,2.569228,7.05799537e-05,5.102642e+05
0.081947,0.032151,2.582656,2.79125492e-04,0.031872,2.570977,7.05588516e-05,5.102683e+05
0.082138,0.032193,2.584395,2.79778023e-04,0.031913,2.572709,7.05379523e-05,5.102804e+05
0.082329,0.032234,2.586117,2.80429923e-04,0.031954,2.574425,7.05172548e-05,5.103004e+05
0.082520,0.032276,2.587823,2.81081189e-04,0.031994,2.576124,7.04967581e-05,5.103284e+05
0.082711,0.032316,2.589512,2.81731817e-04,0.032035,2.577806,7.04764612e-05,5.103642e+05
0.082902,0.032357,2.591185,2.82381805e-04,0.032075,2.579472,7.04563631e-05,5.104079e+05
0.083093,0.032397,2.592841,2.83031148e-04,0.032114,2.581121,7.04364628e-05,5.104595e+05
0.083285,0.032437,2.594481,2.83679844e-04,0.032153,2.582754,7.04167593e-05,5.105189e+05
0.083476,0.032477,2.596105,2.84327889e-04,0.032192,2.584370,7.03972517e-05,5.105861e+05
0.083667,0.032516,2.597712,2.84975280e-04,0.032231,2.585970,7.03779390e-05,5.106611e+05
0.083858,0.032555,2.599304,2.85622013e-04,0.032269,2.587554,7.03588204e-05,5.107438e+05
0.084049,0.032593,2.600879,2.86268086e-04,0.032307,2.589122,7.03398948e-05,5.108343e+05
0.084240,0.032631,2.602439,2.86913494e-04,0.032345,2.590674,7.03211614e-05,5.109325e+05
0.084431,0.032669,2.603983,2.87558234e-04,0.032382,2.592210,7.03026193e-05,5.110385e+05
0.084622,0.032707,2.605511,2.88202303e-04,0.032419,2.593730,7.02842676e-05,5.111521e+05
0.084813,0.032744,2.607023,2.88845697e-04,0.032455,2.595234,7.02661055e-05,5.112734e+05
0.085004,0.032781,2.608520,2.89488413e-04,0.032492,2.596723,7.02481320e-05,5.114024e+05
0.085195,0.032818,2.610001,2.90130448e-04,0.032528,2.598195,7.02303464e-05,5.115390e+05
0.085386,0.032854,2.611466,2.90771799e-04,0.032563,2.599653,7.02127478e-05,5.116833e+05
0.085577,0.032890,2.612916,2.91412461e-04,0.032599,2.601094,7.01953354e-05,5.118352e+05
0.085768,0.032926,2.614351,2.92052431e-04,0.032633,2.602520,7.01781084e-05,5.119947e+05
0.085959,0.032961,2.615771,2.92691707e-04,0.032668,2.603931,7.01610659e-05,5.121617e+05
0.086151,0.032996,2.617175,2.93330283e-04,0.032702,2.605326,7.01442073e-05,5.123364e+05
0.086342,0.033030,2.618564,2.93968158e-04,0.032736,2.606707,7.01275316e-05,5.125186e+05
0.086533,0.033065,2.619938,2.94605328e-04,0.032770,2.608071,7.01110382e-05,5.127084e+05
0.086724,0.033099,2.621297,2.95241789e-04,0.032803,2.609421,7.00947264e-05,5.129058e+05
0.086915,0.033132,2.622641,2.95877538e-04,0.032836,2.610756,7.00785952e-05,5.131106e+05
0.087106,0.033166,2.623970,2.96512570e-04,0.032869,2.612075,7.00626441e-05,5.133231e+05
0.087297,0.033199,2.625284,2.97146884e-04,0.032901,2.613380,7.00468723e-05,5.135430e+05
0.087488,0.033231,2.626584,2.97780475e-04,0.032933,2.614670,7.00312791e-05,5.137705e+05
0.087679,0.033264,2.627868,2.98413340e-04,0.032965,2.615944,7.00158638e-05,5.140054e+05
0.087870,0.033296,2.629138,2.99045475e-04,0.032996,2.617205,7.00006256e-05,5.142479e+05
0.088061,0.033327,2.630393,2.99676877e-04,0.033028,2.618450,6.99855640e-05,5.144979e+05
0.088252,0.033359,2.631634,3.00307543e-04,0.033058,2.619680,6.99706782e-05,5.147553e+05
0.088443,0.033390,2.632860,3.00937468e-04,0.033089,2.620896,6.99559676e-05,5.150203e+05
0.088634,0.033420,2.634072,3.01566650e-04,0.033119,2.622098,6.99414315e-05,5.152927e+05
0.088825,0.033451,2.635269,3.02195085e-04,0.033148,2.623284,6.99270692e-05,5.155726e+05
0.089016,0.033481,2.636452,3.02822769e-04,0.033178,2.624457,6.99128803e-05,5.158600e+05
0.089208,0.033510,2.637620,3.03449698e-04,0.033207,2.625614,6.98988639e-05,5.161549e+05
0.089399,0.033540,2.638774,3.04075871e-04,0.033236,2.626758,6.98850195e-05,5.164572e+05
0.089590,0.033569,2.639914,3.04701282e-04,0.033264,2.627887,6.98713466e-05,5.167670e+05
0.089781,0.033597,2.641040,3.05325928e-04,0.033292,2.629002,6.98578444e-05,5.170843e+05
0.089972,0.033626,2.642152,3.05949806e-04,0.033320,2.630102,6.98445125e-05,5.174090e+05
0.090163,0.033654,2.643249,3.06572912e-04,0.033347,2.631189,6.98313501e-05,5.177412e+05
0.090354,0.033682,2.644333,3.07195243e-04,0.033374,2.632261,6.98183569e-05,5.180809e+05
0.090545,0.033709,2.645402,3.07816795e-04,0.033401,2.633319,6.98055321e-05,5.184281e+05
0.090736,0.033736,2.646458,3.08437564e-04,0.033428,2.634363,6.97928753e-05,5.187827e+05
0.090927,0.033763,2.647499,3.09057547e-04,0.033454,2.635393,6.97803859e-05,5.191449e+05
0.091118,0.033789,2.648527,3.09676740e-04,0.033480,2.636409,6.97680633e-05,5.195145e+05
0.091309,0.033815,2.649541,3.10295140e-04,0.033505,2.637412,6.97559071e-05,5.198915e+05
0.091500,0.033841,2.650541,3.10912743e-04,0.033530,2.638400,6.97439167e-05,5.202761e+05
0.091691,0.033866,2.651527,3.11529546e-04,0.033555,2.639374,6.97320916e-05,5.206682e+05
0.091882,0.033892,2.652500,3.12145545e-04,0.033579,2.640335,6.97204313e-05,5.210678e+05
0.092074,0.033916,2.653459,3.12760735e-04,0.033604,2.641282,6.97089353e-05,5.214749e+05
0.092265,0.033941,2.654405,3.13375115e-04,0.033627,2.642215,6.96976032e-05,5.218895e+05
0.092456,0.033965,2.655336,3.13988679e-04,0.033651,2.643134,6.96864343e-05,5.223116e+05
0.092647,0.033989,2.656255,3.14601425e-04,0.033674,2.644040,6.96754284e-05,5.227412e+05
0.092838,0.034012,2.657159,3.15213349e-04,0.033697,2.644932,6.96645849e-05,5.231784e+05
0.093029,0.034035,2.658051,3.15824447e-04,0.033719,2.645810,6.96539033e-05,5.236231e+05
0.093220,0.034058,2.658928,3.16434715e-04,0.033742,2.646675,6.96433832e-05,5.240754e+05
0.093411,0.034081,2.659793,3.17044149e-04,0.033764,2.647527,6.96330242e-05,5.245352e+05
0.093602,0.034103,2.660644,3.17652747e-04,0.033785,2.648365,6.96228258e-05,5.250026e+05
0.093793,0.034125,2.661481,3.18260505e-04,0.033806,2.649190,6.96127877e-05,5.254776e+05
0.093984,0.034146,2.662306,3.18867418e-04,0.033827,2.650001,6.96029093e-05,5.259602e+05
0.094175,0.034167,2.663117,3.19473483e-04,0.033848,2.650798,6.95931903e-05,5.264504e+05
0.094366,0.034188,2.663915,3.20078696e-04,0.033868,2.651583,6.95836303e-05,5.269483e+05
0.094557,0.034208,2.664700,3.20683054e-04,0.033888,2.652354,6.95742289e-05,5.274537e+05
0.094748,0.034229,2.665471,3.21286553e-04,0.033907,2.653112,6.95649857e-05,5.279668e+05
0.094939,0.034249,2.666229,3.21889189e-04,0.033927,2.653857,6.95559002e-05,5.284876e+05
0.095131,0.034268,2.666975,3.22490958e-04,0.033946,2.654588,6.95469723e-05,5.290160e+05
0.095322,0.034287,2.667707,3.23091857e-04,0.033964,2.655306,6.95382014e-05,5.295522e+05
0.095513,0.034306,2.668426,3.23691882e-04,0.033982,2.656011,6.95295872e-05,5.300960e+05
0.095704,0.034325,2.669132,3.24291030e-04,0.034000,2.656703,6.95211294e-05,5.306476e+05
0.095895,0.034343,2.669825,3.24889295e-04,0.034018,2.657382,6.95128276e-05,5.312069e+05
0.096086,0.034361,2.670505,3.25486675e-04,0.034035,2.658048,6.95046815e-05,5.317740e+05
0.096277,0.034378,2.671172,3.26083166e-04,0.034052,2.658700,6.94966908e-05,5.323488e+05
0.096468,0.034395,2.671827,3.26678764e-04,0.034069,2.659340,6.94888550e-05,5.329314e+05
0.096659,0.034412,2.672468,3.27273465e-04,0.034085,2.659966,6.94811740e-05,5.335219e+05
0.096850,0.034429,2.673096,3.27867266e-04,0.034101,2.660580,6.94736474e-05,5.341202e+05
0.097041,0.034445,2.673712,3.28460162e-04,0.034117,2.661181,6.94662749e-05,5.347263e+05
0.097232,0.034461,2.674315,3.29052150e-04,0.034132,2.661769,6.94590561e-05,5.353403e+05
0.097423,0.034477,2.674905,3.29643226e-04,0.034147,2.662343,6.94519909e-05,5.359622e+05
0.097614,0.034492,2.675482,3.30233385e-04,0.034162,2.662905,6.94450789e-05,5.365920e+05
0.097805,0.034507,2.676046,3.30822625e-04,0.034176,2.663454,6.94383198e-05,5.372298e+05
0.097996,0.034521,2.676598,3.31410942e-04,0.034190,2.663991,6.94317134e-05,5.378755e+05
0.098188,0.034536,2.677137,3.31998331e-04,0.034204,2.664514,6.94252593e-05,5.385292e+05
0.098379,0.034550,2.677663,3.32584788e-04,0.034217,2.665025,6.94189575e-05,5.391909e+05
0.098570,0.034563,2.678177,3.33170310e-04,0.034230,2.665523,6.94128075e-05,5.398606e+05
0.098761,0.034576,2.678678,3.33754893e-04,0.034243,2.666008,6.94068092e-05,5.405384e+05
0.098952,0.034589,2.679166,3.34338533e-04,0.034255,2.666480,6.94009622e-05,5.412243e+05
0.099143,0.034602,2.679642,3.34921226e-04,0.034267,2.666940,6.93952665e-05,5.419183e+05
0.099334,0.034614,2.680105,3.35502968e-04,0.034279,2.667387,6.93897217e-05,5.426204e+05
