x_m,y_m,Ma,gamma,Taw_K,Twg_K,sigma,hg_W_m2K,qdot_W_m2
0.028402,0.019919,0.379431,1.166800,3296.085,800.000,1.378110,7562.585,18876851.825
0.028502,0.019844,0.382825,1.166800,3296.015,800.000,1.378035,7613.530,19003486.119
0.028602,0.019770,0.386234,1.166800,3295.945,800.000,1.377959,7664.420,19129970.480
0.028702,0.019697,0.389659,1.166800,3295.873,800.000,1.377883,7715.253,19256295.237
0.028802,0.019625,0.393099,1.166800,3295.801,800.000,1.377805,7766.023,19382450.537
0.028902,0.019553,0.396555,1.166800,3295.728,800.000,1.377727,7816.728,19508426.346
0.029002,0.019483,0.400027,1.166800,3295.654,800.000,1.377647,7867.362,19634212.453
0.029102,0.019413,0.403515,1.166800,3295.579,800.000,1.377566,7917.922,19759798.476
0.029202,0.019344,0.407019,1.166800,3295.503,800.000,1.377484,7968.404,19885173.859
0.029302,0.019275,0.410538,1.166800,3295.426,800.000,1.377401,8018.803,20010327.880
0.029402,0.019208,0.414073,1.166800,3295.348,800.000,1.377318,8069.116,20135249.655
0.029502,0.019141,0.417624,1.166800,3295.269,800.000,1.377232,8119.337,20259928.136
0.029602,0.019075,0.421192,1.166800,3295.189,800.000,1.377146,8169.463,20384352.119
0.029702,0.019010,0.424775,1.166800,3295.108,800.000,1.377059,8219.489,20508510.245
0.029802,0.018945,0.428374,1.166800,3295.026,800.000,1.376971,8269.410,20632391.002
0.029902,0.018882,0.431990,1.166800,3294.943,800.000,1.376881,8319.222,20755982.730
0.030002,0.018819,0.435621,1.166800,3294.859,800.000,1.376791,8368.921,20879273.626
0.030102,0.018756,0.439269,1.166800,3294.774,800.000,1.376699,8418.500,21002251.742
0.030202,0.018695,0.442933,1.166800,3294.687,800.000,1.376606,8467.957,21124904.992
0.030302,0.018634,0.446613,1.166800,3294.600,800.000,1.376512,8517.285,21247221.154
0.030402,0.018573,0.450310,1.166800,3294.512,800.000,1.376417,8566.480,21369187.872
0.030502,0.018514,0.454022,1.166800,3294.423,800.000,1.376320,8615.538,21490792.663
0.030602,0.018455,0.457751,1.166800,3294.332,800.000,1.376223,8664.453,21612022.917
0.030702,0.018397,0.461497,1.166800,3294.241,800.000,1.376124,8713.219,21732865.901
0.030802,0.018339,0.465258,1.166800,3294.148,800.000,1.376024,8761.833,21853308.761
0.030902,0.018282,0.469036,1.166800,3294.054,800.000,1.375922,8810.288,21973338.530
0.031002,0.018226,0.472831,1.166800,3293.960,800.000,1.375820,8858.581,22092942.125
0.031102,0.018171,0.476642,1.166800,3293.864,800.000,1.375716,8906.705,22212106.355
0.031202,0.018116,0.480469,1.166800,3293.767,800.000,1.375611,8954.655,22330817.924
0.031302,0.018062,0.484313,1.166800,3293.668,800.000,1.375505,9002.426,22449063.433
0.031402,0.018008,0.488173,1.166800,3293.569,800.000,1.375397,9050.012,22566829.383
0.031502,0.017955,0.492050,1.166800,3293.468,800.000,1.375288,9097.409,22684102.183
0.031602,0.017903,0.495943,1.166800,3293.367,800.000,1.375178,9144.611,22800868.146
0.031702,0.017851,0.499853,1.166800,3293.264,800.000,1.375067,9191.612,22917113.501
0.031802,0.017800,0.503779,1.166800,3293.160,800.000,1.374954,9238.406,23032824.392
0.031902,0.017749,0.507722,1.166800,3293.055,800.000,1.374840,9284.990,23147986.880
0.032002,0.017699,0.511681,1.166800,3292.948,800.000,1.374724,9331.356,23262586.954
0.032102,0.017650,0.515657,1.166800,3292.841,800.000,1.374607,9377.499,23376610.526
0.032202,0.017602,0.519650,1.166800,3292.732,800.000,1.374489,9423.414,23490043.443
0.032302,0.017553,0.523659,1.166800,3292.622,800.000,1.374369,9469.095,23602871.485
0.032402,0.017506,0.527685,1.166800,3292.510,800.000,1.374248,9514.536,23715080.371
0.032502,0.017459,0.531727,1.166800,3292.398,800.000,1.374126,9559.732,23826655.765
0.032602,0.017413,0.535786,1.166800,3292.284,800.000,1.374002,9604.677,23937583.277
0.032702,0.017367,0.539861,1.166800,3292.169,800.000,1.373877,9649.365,24047848.469
0.032802,0.017322,0.543953,1.166800,3292.053,800.000,1.373751,9693.790,24157436.859
0.032902,0.017277,0.548062,1.166800,3291.935,800.000,1.373622,9737.947,24266333.926
0.033002,0.017233,0.552187,1.166800,3291.816,800.000,1.373493,9781.830,24374525.110
0.033102,0.017190,0.556329,1.166800,3291.696,800.000,1.373362,9825.434,24481995.824
0.033202,0.017147,0.560487,1.166800,3291.575,800.000,1.373230,9868.751,24588731.450
0.033302,0.017105,0.564662,1.166800,3291.452,800.000,1.373096,9911.777,24694717.350
0.033402,0.017063,0.568854,1.166800,3291.328,800.000,1.372960,9954.505,24799938.868
0.033502,0.017022,0.573062,1.166800,3291.203,800.000,1.372823,9996.931,24904381.332
0.033602,0.016981,0.577287,1.166800,3291.076,800.000,1.372685,10039.047,25008030.062
0.033702,0.016941,0.581528,1.166800,3290.948,800.000,1.372545,10080.849,25110870.376
0.033802,0.016901,0.585786,1.166800,3290.819,800.000,1.372404,10122.329,25212887.588
0.033902,0.016862,0.590060,1.166800,3290.688,800.000,1.372261,10163.484,25314067.020
0.034002,0.016824,0.594351,1.166800,3290.556,800.000,1.372116,10204.305,25414394.002
0.034102,0.016786,0.598659,1.166800,3290.423,800.000,1.371970,10244.789,25513853.878
0.034202,0.016748,0.602982,1.166800,3290.288,800.000,1.371822,10284.928,25612432.011
0.034302,0.016712,0.607323,1.166800,3290.152,800.000,1.371673,10324.718,25710113.789
0.034402,0.016675,0.611680,1.166800,3290.014,800.000,1.371522,10364.152,25806884.627
0.034502,0.016639,0.616053,1.166800,3289.875,800.000,1.371370,10403.224,25902729.974
0.034602,0.016604,0.620443,1.166800,3289.735,800.000,1.371216,10441.929,25997635.318
0.034702,0.016569,0.624850,1.166800,3289.593,800.000,1.371060,10480.261,26091586.188
0.034802,0.016535,0.629272,1.166800,3289.450,800.000,1.370903,10518.214,26184568.163
0.034902,0.016501,0.633712,1.166800,3289.306,800.000,1.370744,10555.782,26276566.874
0.035002,0.016468,0.638167,1.166800,3289.160,800.000,1.370583,10592.960,26367568.011
0.035102,0.016435,0.642639,1.166800,3289.012,800.000,1.370421,10629.742,26457557.325
0.035202,0.016403,0.647127,1.166800,3288.863,800.000,1.370257,10666.122,26546520.637
0.035302,0.016371,0.651632,1.166800,3288.713,800.000,1.370091,10702.094,26634443.839
0.035402,0.016340,0.656153,1.166800,3288.561,800.000,1.369924,10737.654,26721312.902
0.035502,0.016309,0.660690,1.166800,3288.408,800.000,1.369755,10772.795,26807113.880
0.035602,0.016279,0.665244,1.166800,3288.254,800.000,1.369584,10807.512,26891832.914
0.035702,0.016249,0.669813,1.166800,3288.098,800.000,1.369412,10841.800,26975456.238
0.035802,0.016220,0.674399,1.166800,3287.940,800.000,1.369238,10875.652,27057970.184
0.035902,0.016191,0.679001,1.166800,3287.781,800.000,1.369062,10909.064,27139361.187
0.036002,0.016163,0.683620,1.166800,3287.620,800.000,1.368884,10942.029,27219615.791
0.036102,0.016135,0.688254,1.166800,3287.458,800.000,1.368705,10974.543,27298720.650
0.036202,0.016108,0.692905,1.166800,3287.295,800.000,1.368524,11006.601,27376662.539
0.036302,0.016081,0.697571,1.166800,3287.130,800.000,1.368341,11038.196,27453428.355
0.036402,0.016054,0.702254,1.166800,3286.963,800.000,1.368156,11069.324,27529005.121
0.036502,0.016029,0.706953,1.166800,3286.795,800.000,1.367970,11099.980,27603379.995
0.036602,0.016003,0.711667,1.166800,3286.626,800.000,1.367782,11130.159,27676540.272
0.036702,0.015978,0.716398,1.166800,3286.455,800.000,1.367591,11159.854,27748473.388
0.036802,0.015954,0.721145,1.166800,3286.282,800.000,1.367399,11189.063,27819166.928
0.036902,0.015930,0.725907,1.166800,3286.108,800.000,1.367206,11217.778,27888608.630
0.037002,0.015906,0.730685,1.166800,3285.932,800.000,1.367010,11245.996,27956786.388
0.037102,0.015883,0.735479,1.166800,3285.755,800.000,1.366813,11273.712,28023688.257
0.037202,0.015861,0.740289,1.166800,3285.576,800.000,1.366613,11300.921,28089302.460
0.037302,0.015839,0.745115,1.166800,3285.396,800.000,1.366412,11327.618,28153617.391
0.037402,0.015817,0.749956,1.166800,3285.214,800.000,1.366209,11353.799,28216621.619
0.037502,0.015796,0.754814,1.166800,3285.031,800.000,1.366004,11379.458,28278303.894
0.037602,0.015775,0.759686,1.166800,3284.846,800.000,1.365798,11404.592,28338653.152
0.037702,0.015755,0.764575,1.166800,3284.659,800.000,1.365589,11429.196,28397658.518
0.037802,0.015735,0.769479,1.166800,3284.471,800.000,1.365378,11453.266,28455309.309
0.037902,0.015716,0.774398,1.166800,3284.281,800.000,1.365166,11476.798,28511595.045
0.038002,0.015697,0.779333,1.166800,3284.090,800.000,1.364951,11499.786,28566505.444
0.038102,0.015679,0.784283,1.166800,3283.897,800.000,1.364735,11522.228,28620030.433
0.038202,0.015661,0.789249,1.166800,3283.703,800.000,1.364517,11544.119,28672160.151
0.038302,0.015644,0.794230,1.166800,3283.507,800.000,1.364296,11565.455,28722884.952
0.038402,0.015627,0.799227,1.166800,3283.309,800.000,1.364074,11586.232,28772195.408
0.038502,0.015610,0.804239,1.166800,3283.110,800.000,1.363850,11606.447,28820082.317
0.038602,0.015594,0.809266,1.166800,3282.909,800.000,1.363624,11626.095,28866536.700
0.038702,0.015578,0.814308,1.166800,3282.707,800.000,1.363396,11645.174,28911549.815
0.038802,0.015563,0.819365,1.166800,3282.503,800.000,1.363166,11663.679,28955113.150
0.038902,0.015548,0.824438,1.166800,3282.297,800.000,1.362934,11681.608,28997218.434
0.039002,0.015534,0.829525,1.166800,3282.090,800.000,1.362700,11698.956,29037857.638
0.039102,0.015520,0.834628,1.166800,3281.881,800.000,1.362464,11715.721,29077022.977
0.039202,0.015507,0.839746,1.166800,3281.670,800.000,1.362225,11731.900,29114706.918
0.039302,0.015494,0.844878,1.166800,3281.458,800.000,1.361985,11747.489,29150902.178
0.039402,0.015481,0.850026,1.166800,3281.244,800.000,1.361743,11762.486,29185601.731
0.039502,0.015469,0.855188,1.166800,3281.029,800.000,1.361499,11776.887,29218798.809
0.039602,0.015458,0.860365,1.166800,3280.812,800.000,1.361253,11790.691,29250486.905
0.039702,0.015446,0.865557,1.166800,3280.593,800.000,1.361005,11803.893,29280659.778
0.039802,0.015436,0.870763,1.166800,3280.373,800.000,1.360754,11816.493,29309311.455
0.039902,0.015425,0.875984,1.166800,3280.151,800.000,1.360502,11828.487,29336436.231
0.040002,0.015416,0.881220,1.166800,3279.928,800.000,1.360247,11839.872,29362028.675
0.040102,0.015406,0.886470,1.166800,3279.703,800.000,1.359991,11850.648,29386083.632
0.040202,0.015397,0.891735,1.166800,3279.476,800.000,1.359732,11860.812,29408596.223
0.040302,0.015389,0.897014,1.166800,3279.247,800.000,1.359471,11870.361,29429561.851
0.040402,0.015381,0.902308,1.166800,3279.017,800.000,1.359209,11879.294,29448976.199
0.040502,0.015373,0.907616,1.166800,3278.786,800.000,1.358944,11887.609,29466835.235
0.040602,0.015366,0.912938,1.166800,3278.552,800.000,1.358677,11895.304,29483135.212
0.040702,0.015359,0.918275,1.166800,3278.317,800.000,1.358408,11902.378,29497872.674
0.040802,0.015353,0.923626,1.166800,3278.081,800.000,1.358136,11908.830,29511044.449
0.040902,0.015347,0.928991,1.166800,3277.843,800.000,1.357863,11914.658,29522647.661
0.041002,0.015341,0.934370,1.166800,3277.603,800.000,1.357588,11919.861,29532679.724
0.041102,0.015336,0.939763,1.166800,3277.361,800.000,1.357310,11924.437,29541138.347
0.041202,0.015332,0.945170,1.166800,3277.118,800.000,1.357030,11928.386,29548021.531
0.041302,0.015328,0.950591,1.166800,3276.873,800.000,1.356748,11931.707,29553327.577
0.041402,0.015324,0.956026,1.166800,3276.627,800.000,1.356464,11934.399,29557055.079
0.041502,0.015321,0.961475,1.166800,3276.379,800.000,1.356178,11936.462,29559202.932
0.041602,0.015318,0.966938,1.166800,3276.129,800.000,1.355890,11937.895,29559770.326
0.041702,0.015315,0.972414,1.166800,3275.878,800.000,1.355599,11938.698,29558756.753
0.041802,0.015313,0.977904,1.166800,3275.625,800.000,1.355306,11938.869,29556162.003
0.041902,0.015312,0.983408,1.166800,3275.370,800.000,1.355011,11938.410,29551986.163
0.042002,0.015311,0.988925,1.166800,3275.114,800.000,1.354714,11937.321,29546229.624
0.042102,0.015310,0.994456,1.166800,3274.856,800.000,1.354415,11935.600,29538893.073
0.042202,0.015310,1.000000,1.166800,3274.597,800.000,1.354114,11933.249,29529977.525
0.042202,0.015310,1.000000,1.166800,3274.597,800.000,1.354114,11933.249,29529977.525
0.042224,0.015310,1.002367,1.166800,3274.486,800.000,1.353984,11932.057,29525702.845
0.042246,0.015310,1.004737,1.166800,3274.374,800.000,1.353855,11930.755,29521151.564
0.042267,0.015310,1.007110,1.166800,3274.262,800.000,1.353725,11929.343,29516323.802
0.042289,0.015311,1.009485,1.166800,3274.150,800.000,1.353594,11927.820,29511219.724
0.042310,0.015311,1.011863,1.166800,3274.038,800.000,1.353464,11926.187,29505839.507
0.042332,0.015311,1.014244,1.166800,3273.925,800.000,1.353332,11924.443,29500183.344
0.042354,0.015312,1.016627,1.166800,3273.812,800.000,1.353201,11922.590,29494251.445
0.042375,0.015312,1.019013,1.166800,3273.699,800.000,1.353069,11920.626,29488044.032
0.042397,0.015313,1.021401,1.166800,3273.586,800.000,1.352936,11918.553,29481561.346
0.042418,0.015314,1.023792,1.166800,3273.472,800.000,1.352803,11916.369,29474803.640
0.042440,0.015315,1.026185,1.166800,3273.358,800.000,1.352670,11914.076,29467771.183
0.042461,0.015315,1.028581,1.166800,3273.243,800.000,1.352536,11911.673,29460464.261
0.042483,0.015316,1.030980,1.166800,3273.128,800.000,1.352402,11909.160,29452883.172
0.042505,0.015317,1.033380,1.166800,3273.013,800.000,1.352268,11906.538,29445028.231
0.042526,0.015319,1.035784,1.166800,3272.898,800.000,1.352133,11903.807,29436899.768
0.042548,0.015320,1.038190,1.166800,3272.782,800.000,1.351997,11900.966,29428498.127
0.042569,0.015321,1.040598,1.166800,3272.666,800.000,1.351862,11898.016,29419823.668
0.042591,0.015322,1.043009,1.166800,3272.550,800.000,1.351726,11894.956,29410876.765
0.042612,0.015324,1.045422,1.166800,3272.434,800.000,1.351589,11891.788,29401657.807
0.042634,0.015325,1.047838,1.166800,3272.317,800.000,1.351452,11888.512,29392167.199
0.042655,0.015327,1.050255,1.166800,3272.200,800.000,1.351315,11885.126,29382405.359
0.042677,0.015328,1.052676,1.166800,3272.082,800.000,1.351177,11881.633,29372372.721
0.042699,0.015330,1.055098,1.166800,3271.965,800.000,1.351039,11878.030,29362069.733
0.042720,0.015332,1.057523,1.166800,3271.847,800.000,1.350900,11874.320,29351496.857
0.042742,0.015334,1.059951,1.166800,3271.728,800.000,1.350761,11870.502,29340654.572
0.042763,0.015336,1.062380,1.166800,3271.610,800.000,1.350622,11866.576,29329543.367
0.042785,0.015338,1.064812,1.166800,3271.491,800.000,1.350482,11862.543,29318163.751
0.042806,0.015340,1.067246,1.166800,3271.372,800.000,1.350342,11858.402,29306516.244
0.042828,0.015342,1.069682,1.166800,3271.252,800.000,1.350201,11854.153,29294601.379
0.042849,0.015344,1.072121,1.166800,3271.132,800.000,1.350060,11849.798,29282419.708
0.042870,0.015347,1.074562,1.166800,3271.012,800.000,1.349919,11845.336,29269971.792
0.042892,0.015349,1.077005,1.166800,3270.892,800.000,1.349777,11840.768,29257258.209
0.042913,0.015351,1.079450,1.166800,3270.771,800.000,1.349635,11836.093,29244279.552
0.042935,0.015354,1.081897,1.166800,3270.650,800.000,1.349492,11831.312,29231036.425
0.042956,0.015357,1.084347,1.166800,3270.529,800.000,1.349349,11826.425,29217529.448
0.042978,0.015359,1.086798,1.166800,3270.408,800.000,1.349206,11821.432,29203759.253
0.042999,0.015362,1.089252,1.166801,3270.286,800.000,1.349062,11816.334,29189726.489
0.043020,0.015365,1.091708,1.166801,3270.164,800.000,1.348917,11811.131,29175431.816
0.043042,0.015368,1.094165,1.166801,3270.042,800.000,1.348773,11805.823,29160875.908
0.043063,0.015371,1.096625,1.166801,3269.919,800.000,1.348628,11800.410,29146059.452
0.043085,0.015374,1.099087,1.166801,3269.796,800.000,1.348482,11794.893,29130983.151
0.043106,0.015377,1.101551,1.166801,3269.673,800.000,1.348337,11789.271,29115647.719
0.043127,0.015380,1.104017,1.166801,3269.550,800.000,1.348190,11783.546,29100053.884
0.043149,0.015384,1.106485,1.166801,3269.426,800.000,1.348044,11777.717,29084202.386
0.043170,0.015387,1.108955,1.166801,3269.302,800.000,1.347897,11771.785,29068093.981
0.043191,0.015390,1.111427,1.166801,3269.178,800.000,1.347749,11765.749,29051729.435
0.043213,0.015394,1.113900,1.166801,3269.054,800.000,1.347602,11759.611,29035109.528
0.043234,0.015397,1.116376,1.166802,3268.929,800.000,1.347453,11753.371,29018235.055
0.043255,0.015401,1.118854,1.166802,3268.804,800.000,1.347305,11747.028,29001106.819
0.043276,0.015405,1.121333,1.166802,3268.678,800.000,1.347156,11740.584,28983725.641
0.043298,0.015409,1.123814,1.166802,3268.553,800.000,1.347006,11734.038,28966092.350
0.043319,0.015413,1.126298,1.166802,3268.427,800.000,1.346857,11727.391,28948207.790
0.043340,0.015417,1.128783,1.166802,3268.301,800.000,1.346706,11720.643,28930072.818
0.043361,0.015421,1.131269,1.166803,3268.175,800.000,1.346556,11713.794,28911688.300
0.043383,0.015425,1.133758,1.166803,3268.048,800.000,1.346405,11706.846,28893055.118
0.043404,0.015429,1.136248,1.166803,3267.921,800.000,1.346254,11699.797,28874174.164
0.043425,0.015433,1.138740,1.166803,3267.794,800.000,1.346102,11692.649,28855046.341
0.043446,0.015438,1.141234,1.166803,3267.666,800.000,1.345950,11685.402,28835672.566
0.043467,0.015442,1.143730,1.166804,3267.539,800.000,1.345797,11678.055,28816053.767
0.043488,0.015447,1.146227,1.166804,3267.411,800.000,1.345645,11670.611,28796190.883
0.043509,0.015451,1.148726,1.166804,3267.283,800.000,1.345491,11663.068,28776084.865
0.043531,0.015456,1.151227,1.166804,3267.154,800.000,1.345338,11655.428,28755736.676
0.043552,0.015460,1.153729,1.166805,3267.025,800.000,1.345184,11647.690,28735147.289
0.043573,0.015465,1.156233,1.166805,3266.896,800.000,1.345029,11639.855,28714317.690
0.043594,0.015470,1.158738,1.166805,3266.767,800.000,1.344875,11631.924,28693248.873
0.043615,0.015475,1.161245,1.166806,3266.638,800.000,1.344719,11623.896,28671941.847
0.043636,0.015480,1.163754,1.166806,3266.508,800.000,1.344564,11615.773,28650397.629
0.043657,0.015485,1.166264,1.166806,3266.378,800.000,1.344408,11607.554,28628617.248
0.043678,0.015490,1.168776,1.166807,3266.248,800.000,1.344252,11599.240,28606601.742
0.043699,0.015496,1.171289,1.166807,3266.117,800.000,1.344095,11590.832,28584352.162
0.043720,0.015501,1.173804,1.166808,3265.987,800.000,1.343938,11582.329,28561869.568
0.043740,0.015506,1.176320,1.166808,3265.856,800.000,1.343780,11573.733,28539155.030
0.043761,0.015512,1.178838,1.166808,3265.725,800.000,1.343623,11565.043,28516209.628
0.043782,0.015517,1.181357,1.166809,3265.593,800.000,1.343464,11556.260,28493034.453
0.043803,0.015523,1.183878,1.166809,3265.461,800.000,1.343306,11547.384,28469630.606
0.043824,0.015529,1.186400,1.166810,3265.329,800.000,1.343147,11538.417,28445999.196
0.043845,0.015534,1.188923,1.166810,3265.197,800.000,1.342988,11529.358,28422141.344
0.043865,0.015540,1.191448,1.166811,3265.065,800.000,1.342828,11520.207,28398058.179
0.043886,0.015546,1.193974,1.166812,3264.932,800.000,1.342668,11510.966,28373750.839
0.043907,0.015552,1.196501,1.166812,3264.799,800.000,1.342508,11501.634,28349220.474
0.043928,0.015558,1.199030,1.166813,3264.666,800.000,1.342347,11492.212,28324468.240
0.043948,0.015564,1.201560,1.166813,3264.533,800.000,1.342186,11482.701,28299495.303
0.043969,0.015570,1.204091,1.166814,3264.399,800.000,1.342024,11473.101,28274302.839
0.043990,0.015577,1.206624,1.166815,3264.266,800.000,1.341862,11463.412,28248892.031
0.044010,0.015583,1.209158,1.166815,3264.131,800.000,1.341700,11453.636,28223264.073
0.044031,0.015589,1.211693,1.166816,3263.997,800.000,1.341537,11443.771,28197420.165
0.044052,0.015596,1.214229,1.166817,3263.863,800.000,1.341374,11433.820,28171361.517
0.044072,0.015602,1.216767,1.166818,3263.728,800.000,1.341211,11423.781,28145089.346
0.044093,0.015609,1.219305,1.166819,3263.593,800.000,1.341047,11413.657,28118604.879
0.044113,0.015616,1.221845,1.166819,3263.458,800.000,1.340883,11403.446,28091909.349
0.044134,0.015623,1.224386,1.166820,3263.322,800.000,1.340719,11393.151,28065003.998
0.044154,0.015629,1.226928,1.166821,3263.187,800.000,1.340554,11382.771,28037890.076
0.044175,0.015636,1.229471,1.166822,3263.051,800.000,1.340389,11372.306,28010568.839
0.044195,0.015643,1.232015,1.166823,3262.915,800.000,1.340224,11361.757,27983041.551
0.044216,0.015650,1.234560,1.166824,3262.779,800.000,1.340058,11351.126,27955309.486
0.044236,0.015657,1.237107,1.166825,3262.642,800.000,1.339892,11340.411,27927373.921
0.044256,0.015665,1.239654,1.166826,3262.505,800.000,1.339725,11329.614,27899236.143
0.044277,0.015672,1.242202,1.166827,3262.368,800.000,1.339558,11318.736,27870897.445
0.044297,0.015679,1.244752,1.166828,3262.231,800.000,1.339391,11307.776,27842359.126
0.044297,0.015679,1.244752,1.166828,3262.231,800.000,1.339391,11307.776,27842359.126
0.044649,0.015807,1.285915,1.166852,3259.995,800.000,1.336651,11120.562,27356526.276
0.045002,0.015935,1.322274,1.166882,3257.986,800.000,1.334168,10940.300,26891105.086
0.045354,0.016062,1.355227,1.166920,3256.139,800.000,1.331868,10766.122,26443090.729
0.045707,0.016189,1.385594,1.166964,3254.415,800.000,1.329705,10597.452,26010548.007
0.046060,0.016316,1.413905,1.167016,3252.790,800.000,1.327652,10433.869,25592091.362
0.046412,0.016442,1.440526,1.167075,3251.246,800.000,1.325689,10275.042,25186655.372
0.046765,0.016568,1.465726,1.167142,3249.770,800.000,1.323801,10120.696,24793378.511
0.047117,0.016693,1.489704,1.167215,3248.353,800.000,1.321977,9970.595,24411538.198
0.047470,0.016818,1.512618,1.167296,3246.988,800.000,1.320210,9824.533,24040511.727
0.047822,0.016942,1.534592,1.167385,3245.668,800.000,1.318491,9682.326,23679751.337
0.048175,0.017067,1.555727,1.167480,3244.388,800.000,1.316816,9543.806,23328767.541
0.048527,0.017190,1.576106,1.167584,3243.145,800.000,1.315181,9408.821,22987117.515
0.048880,0.017314,1.595799,1.167694,3241.936,800.000,1.313580,9277.229,22654396.731
0.049232,0.017437,1.614867,1.167812,3240.756,800.000,1.312012,9148.900,22330232.756
0.049585,0.017559,1.633358,1.167937,3239.604,800.000,1.310473,9023.710,22014280.532
0.049937,0.017681,1.651318,1.168070,3238.478,800.000,1.308960,8901.544,21706218.698
0.050290,0.017803,1.668785,1.168210,3237.376,800.000,1.307473,8782.293,21405746.672
0.050642,0.017924,1.685792,1.168358,3236.295,800.000,1.306008,8665.856,21112582.289
0.050995,0.018045,1.702370,1.168513,3235.235,800.000,1.304564,8552.136,20826459.857
0.051347,0.018166,1.718544,1.168675,3234.194,800.000,1.303139,8441.040,20547128.545
0.051700,0.018286,1.734339,1.168845,3233.171,800.000,1.301733,8332.480,20274351.013
0.052052,0.018406,1.749776,1.169022,3232.165,800.000,1.300344,8226.375,20007902.243
0.052405,0.018525,1.764875,1.169207,3231.175,800.000,1.298971,8122.644,19747568.532
0.052757,0.018644,1.779653,1.169398,3230.200,800.000,1.297613,8021.212,19493146.615
0.053110,0.018762,1.794126,1.169598,3229.239,800.000,1.296268,7922.006,19244442.887
0.053462,0.018881,1.808308,1.169804,3228.291,800.000,1.294937,7824.957,19001272.726
0.053815,0.018998,1.822214,1.170018,3227.356,800.000,1.293618,7729.999,18763459.879
0.054167,0.019116,1.835855,1.170239,3226.433,800.000,1.292311,7637.068,18530835.915
0.054520,0.019233,1.849243,1.170468,3225.522,800.000,1.291014,7546.104,18303239.730
0.054872,0.019349,1.862389,1.170703,3224.621,800.000,1.289728,7457.048,18080517.105
0.055225,0.019465,1.875302,1.170946,3223.731,800.000,1.288451,7369.843,17862520.291
0.055577,0.019581,1.887992,1.171196,3222.851,800.000,1.287184,7284.437,17649107.641
0.055930,0.019696,1.900466,1.171453,3221.981,800.000,1.285925,7200.777,17440143.268
0.056282,0.019811,1.912733,1.171717,3221.119,800.000,1.284675,7118.814,17235496.728
0.056635,0.019926,1.924801,1.171988,3220.266,800.000,1.283432,7038.500,17035042.731
0.056987,0.020040,1.936676,1.172266,3219.422,800.000,1.282197,6959.788,16838660.868
0.057340,0.020154,1.948365,1.172551,3218.585,800.000,1.280968,6882.633,16646235.367
0.057692,0.020267,1.959875,1.172843,3217.756,800.000,1.279746,6806.995,16457654.854
0.058045,0.020380,1.971210,1.173141,3216.935,800.000,1.278530,6732.830,16272812.140
0.058397,0.020493,1.982376,1.173446,3216.121,800.000,1.277321,6660.100,16091604.016
0.058750,0.020605,1.993379,1.173758,3215.313,800.000,1.276116,6588.765,15913931.065
0.059102,0.020717,2.004224,1.174077,3214.512,800.000,1.274918,6518.789,15739697.482
0.059455,0.020828,2.014915,1.174402,3213.718,800.000,1.273724,6450.137,15568810.907
0.059807,0.020939,2.025456,1.174733,3212.930,800.000,1.272535,6382.773,15401182.270
0.060160,0.021050,2.035852,1.175071,3212.147,800.000,1.271351,6316.665,15236725.640
0.060512,0.021160,2.046107,1.175415,3211.371,800.000,1.270171,6251.780,15075358.088
0.060865,0.021269,2.056224,1.175766,3210.600,800.000,1.268995,6188.087,14916999.555
0.061217,0.021379,2.066208,1.176122,3209.834,800.000,1.267823,6125.556,14761572.724
0.061570,0.021488,2.076061,1.176485,3209.074,800.000,1.266655,6064.158,14609002.909
0.061923,0.021596,2.085787,1.176854,3208.318,800.000,1.265490,6003.865,14459217.938
0.062275,0.021705,2.095390,1.177228,3207.568,800.000,1.264329,5944.649,14312148.048
0.062628,0.021812,2.104871,1.177609,3206.823,800.000,1.263172,5886.485,14167725.789
0.062980,0.021920,2.114235,1.177995,3206.082,800.000,1.262017,5829.346,14025885.925
0.063333,0.022027,2.123483,1.178387,3205.346,800.000,1.260866,5773.209,13886565.347
0.063685,0.022133,2.132619,1.178785,3204.615,800.000,1.259717,5718.049,13749702.982
0.064038,0.022240,2.141644,1.179188,3203.887,800.000,1.258572,5663.843,13615239.719
0.064390,0.022345,2.150562,1.179597,3203.165,800.000,1.257429,5610.568,13483118.325
0.064743,0.022451,2.159375,1.180010,3202.446,800.000,1.256288,5558.204,13353283.377
0.065095,0.022556,2.168085,1.180430,3201.731,800.000,1.255151,5506.728,13225681.186
0.065448,0.022660,2.176695,1.180854,3201.021,800.000,1.254015,5456.121,13100259.733
0.065800,0.022764,2.185205,1.181283,3200.314,800.000,1.252882,5406.362,12976968.605
0.066153,0.022868,2.193619,1.181717,3199.612,800.000,1.251752,5357.433,12855758.934
0.066505,0.022972,2.201939,1.182156,3198.913,800.000,1.250623,5309.314,12736583.339
0.066858,0.023075,2.210165,1.182600,3198.218,800.000,1.249497,5261.989,12619395.869
0.067210,0.023177,2.218301,1.183049,3197.527,800.000,1.248373,5215.438,12504151.952
0.067563,0.023279,2.226347,1.183502,3196.839,800.000,1.247251,5169.645,12390808.341
0.067915,0.023381,2.234305,1.183959,3196.155,800.000,1.246131,5124.594,12279323.071
0.068268,0.023483,2.242178,1.184421,3195.475,800.000,1.245013,5080.268,12169655.406
0.068620,0.023584,2.249967,1.184887,3194.798,800.000,1.243898,5036.652,12061765.799
0.068973,0.023684,2.257672,1.185357,3194.125,800.000,1.242784,4993.730,11955615.848
