x_m,radius_m,Mach,theta_deg,pressure_bar
0.05080926020082741,0.008039456836977486,1.1147802790448416,1.480527234270678,15.049353905690177
0.050677774440458775,0.008291548918728079,1.113219706002338,1.4804534957837585,15.077043392319526
0.050547404510013765,0.008543122571735342,1.1118037701178274,1.4784548935645532,15.102183291632167
0.050418169744731026,0.00879399763775434,1.110530862563896,1.474571655069728,15.124797246795342
0.050290087068175546,0.009043996012433851,1.1093990858861278,1.4688423790493041,15.144914629653027
0.05016317161228438,0.009292941656312446,1.108406275015407,1.4613039811001531,15.162570148652666
0.0500374373170624,0.00954066061147233,1.1075500171604356,1.451991735129857,15.177803472882173
0.04991289750520046,0.009786981023190306,1.106827670469733,1.4409394049543618,15.190658874900942
0.04978956542721706,0.010031733165997671,1.106236381371013,1.4281794589941617,15.201184894637342
0.04966745477313694,0.010274749473623512,1.1057731005171856,1.4137433599263267,15.209434026166377
0.049546580147202875,0.010515864572350181,1.1054345972917106,1.3976619202138163,15.215462428685589
0.0494269575026539,0.010754915317357382,1.1052174728510265,1.3799657136837407,15.219329662488907
0.04930860453417691,0.010991740831672595,1.1051181717076402,1.3606855327702057,15.22109845020938
0.049191541026231675,0.011226182547382143,1.1051329918834705,1.3398528806775207,15.220834463075501
0.04907578915604489,0.011458084248789085,1.105258093688564,1.3175004875521126,15.218606131415633
0.048961373750650634,0.011687292117232429,1.1054895072046986,1.2936628397683227,15.21448447816291
0.04884832249790905,0.011913654777307171,1.1058231385760708,1.2683767116222082,15.208542973668836
0.04873666611195011,0.012137023344246765,1.1062547752297829,1.241681689073195,15.2008574097366
0.048626438453956825,0.012357251472249389,1.1067800901667482,1.21362067565875,15.191505790444019
0.048517676609614466,0.012574195403547065,1.1073946454786296,1.1842403713137544,15.180568237044271
0.048410420924907535,0.01278771401803223,1.1080938952583275,1.1535917155349797,15.168126904014288
0.04830471500224176,0.012997668883270709,1.1088731880801372,1.121730287123611,15.154265903169055
0.0482006056591058,0.013203924304742612,1.1097277692310645,1.0887166535970092,15.139071232673547
0.048098142851669606,0.013406347376164165,1.1106527828768404,1.0546166642684702,15.122630707761362
0.04799737956584747,0.013604808029753905,1.1116432743450833,1.019501681934676,15.10503389000973
0.047898371678438016,0.013799179086316046,1.1126941927039247,0.9834487490711536,15.086372012117929
0.04780117779099792,0.01398933630502234,1.113800393807411,0.9465406854033119,15.066737895288016
0.047705859039114715,0.01417515843278172,1.114956643969334,0.9088661146832104,15.046225856507807
0.0476124788797244,0.014356527253093936,1.1161576244150753,0.8705194194496969,15.024931603279933
0.047521102859075154,0.014533327634290199,1.1173979366467512,0.83160062347269,15.002952113622436
0.047431798363876204,0.014705447577069678,1.1186721088407119,0.7922152024729219,14.98038549948117
0.047344634358093295,0.014872778261246406,1.1199746033785114,0.7524738245586192,14.957330852033198
0.04725968110776478,0.015035214091626276,1.121299825593074,0.7124920226237597,14.93388806772117
0.04717700989611703,0.015192652742938597,1.1226421337911738,0.6723898017025949,14.910157654232894
0.04709669273115821,0.015344995203751113,1.123995850591816,0.6322911849663834,14.8862405160235
0.04701880204782707,0.015492145819301691,1.1253552755978682,0.5923237026762436,14.8622377193638
0.046943410406669925,0.01563401233318363,1.1267146993956472,0.5526178289666728,14.838250237281795
0.046870590190916606,0.015770505927825366,1.1280684188543306,0.5133063718241245,14.814378675141151
0.04680041330372383,0.015901541263708734,1.1294107536743976,0.4745238220419961,14.790722977963132
0.04673295086725523,0.016027036517273312,1.1307360641119582,0.4364056672757204,14.76738212094506
0.046668272925169736,0.01614691341745741,1.1320387697842291,0.3990876775889674,14.744453784952448
0.0466064481499952,0.016261097280829265,1.1333133694407154,0.36270516907442724,14.722034019060457
0.046547543556772264,0.016369517045264938,1.1345544615652354,0.32739225225169094,14.70021689248852
0.04649162422426439,0.016472105302131872,1.1357567656560152,0.2932810719926113,14.679094138508336
0.046438753024943706,0.016568798326940044,1.1369151440149527,0.2605010457040354,14.658754793104787
0.04638899036487903,0.01665953610842476,1.138024623863115,0.22917810641313158,14.639284831331656
0.04634239393457177,0.016744262376027875,1.139080419587751,0.19943395725568913,14.620766804425656
0.04629901847170782,0.016822924625746385,1.1400779549168902,0.17138534366829095,14.603279480823387
0.04625891553671827,0.0168954741443197,1.1410128848110541,0.14514334933593426,14.58689749426539
0.046222133301969406,0.016961866031729066,1.1418811168579721,0.1208127216535008,14.571691002167945
0.046188716355332476,0.01702205922198484,1.1426788319555103,0.09849123212801254,14.557725357400546
0.046158705518816186,0.017076016502179287,1.1434025040704219,0.07826907678417903,14.545060796521858
0.04613213768287969,0.017123704529784834,1.1440489188660066,0.06022832124414761,14.53375214740443
0.04610904565698069,0.01716509384817956,1.1446151910002815,0.04444239473810623,14.523848559018298
0.046089458036852514,0.017200158900383795,1.1450987799077939,0.03097563687043808,14.51539325595018
0.0460733990889444,0.017228878040993663,1.1454975038925286,0.019882900520208406,14.508423320008177
0.046060888652402376,0.017251233546299267,1.1458095523763983,0.011209213798664746,14.502969501008725
0.046051942058911395,0.01726721162257726,1.1460334961671763,0.004989503522539973,14.499056058562909
0.046046570070664906,0.017276802412549322,1.1461682956313357,0.0012483821932882488,14.496700636378229
0.04604477883667409,0.01728,1.1462133066805529,-1.1831208894882147e-15,14.495914170274522
