x_m,y_m,Ma,gamma,Taw_K,Twg_K,sigma,hg_W_m2K,qdot_W_m2
0.006998,0.043100,0.075227,1.166800,3299.844,800.000,1.382118,8644.815,21610692.212
0.007410,0.042811,0.076249,1.166800,3299.840,800.000,1.382113,8749.839,21873198.170
0.007822,0.042523,0.077293,1.166800,3299.836,800.000,1.382109,8856.860,22140695.655
0.008233,0.042235,0.078359,1.166800,3299.831,800.000,1.382104,8965.931,22413314.263
0.008645,0.041947,0.079447,1.166800,3299.826,800.000,1.382099,9077.106,22691187.863
0.009057,0.041658,0.080558,1.166800,3299.821,800.000,1.382094,9190.438,22974454.772
0.009468,0.041370,0.081693,1.166800,3299.816,800.000,1.382088,9305.986,23263257.931
0.009880,0.041082,0.082852,1.166800,3299.811,800.000,1.382083,9423.810,23557745.097
0.010292,0.040794,0.084036,1.166800,3299.806,800.000,1.382077,9543.969,23858069.033
0.010703,0.040505,0.085245,1.166800,3299.800,800.000,1.382071,9666.528,24164387.721
0.011115,0.040217,0.086482,1.166800,3299.794,800.000,1.382065,9791.552,24476864.576
0.011527,0.039929,0.087745,1.166800,3299.788,800.000,1.382058,9919.108,24795668.672
0.011938,0.039641,0.089037,1.166800,3299.782,800.000,1.382052,10049.266,25120974.979
0.012350,0.039352,0.090358,1.166800,3299.775,800.000,1.382045,10182.100,25452964.619
0.012762,0.039064,0.091708,1.166800,3299.769,800.000,1.382038,10317.685,25791825.121
0.013173,0.038776,0.093090,1.166800,3299.762,800.000,1.382030,10456.097,26137750.701
0.013585,0.038488,0.094503,1.166800,3299.754,800.000,1.382023,10597.418,26490942.548
0.013997,0.038199,0.095949,1.166800,3299.747,800.000,1.382015,10741.731,26851609.135
0.014408,0.037911,0.097429,1.166800,3299.739,800.000,1.382006,10889.124,27219966.529
0.014820,0.037623,0.098943,1.166800,3299.731,800.000,1.381998,11039.684,27596238.738
0.015232,0.037335,0.100494,1.166800,3299.722,800.000,1.381989,11193.507,27980658.055
0.015643,0.037046,0.102081,1.166800,3299.713,800.000,1.381979,11350.687,28373465.439
0.016055,0.036758,0.103707,1.166800,3299.704,800.000,1.381969,11511.326,28774910.901
0.016467,0.036470,0.105373,1.166800,3299.695,800.000,1.381959,11675.527,29185253.922
0.016878,0.036182,0.107080,1.166800,3299.685,800.000,1.381949,11843.399,29604763.885
0.017290,0.035893,0.108829,1.166800,3299.674,800.000,1.381938,12015.053,30033720.534
0.017702,0.035605,0.110622,1.166800,3299.664,800.000,1.381926,12190.606,30472414.461
0.018113,0.035317,0.112460,1.166800,3299.652,800.000,1.381914,12370.180,30921147.613
0.018525,0.035029,0.114345,1.166800,3299.641,800.000,1.381902,12553.899,31380233.831
0.018937,0.034740,0.116278,1.166800,3299.628,800.000,1.381889,12741.894,31849999.424
0.019348,0.034452,0.118262,1.166800,3299.616,800.000,1.381875,12934.303,32330783.760
0.019760,0.034164,0.120297,1.166800,3299.602,800.000,1.381861,13131.265,32822939.912
0.020172,0.033876,0.122387,1.166800,3299.588,800.000,1.381847,13332.930,33326835.319
0.020583,0.033587,0.124532,1.166800,3299.574,800.000,1.381831,13539.450,33842852.502
0.020995,0.033299,0.126735,1.166800,3299.559,800.000,1.381815,13750.984,34371389.813
0.021407,0.033011,0.128999,1.166800,3299.543,800.000,1.381798,13967.700,34912862.229
0.021818,0.032723,0.131324,1.166800,3299.526,800.000,1.381781,14189.771,35467702.194
0.022230,0.032434,0.133715,1.166800,3299.509,800.000,1.381762,14417.378,36036360.511
0.022642,0.032146,0.136172,1.166800,3299.490,800.000,1.381743,14650.709,36619307.287
0.023053,0.031858,0.138700,1.166800,3299.471,800.000,1.381723,14889.962,37217032.931
0.023465,0.031570,0.141300,1.166800,3299.451,800.000,1.381701,15135.341,37830049.224
0.023877,0.031281,0.143975,1.166800,3299.430,800.000,1.381679,15387.061,38458890.440
0.024288,0.030993,0.146729,1.166800,3299.409,800.000,1.381656,15645.347,39104114.548
0.024700,0.030705,0.149565,1.166800,3299.385,800.000,1.381632,15910.433,39766304.481
0.025112,0.030417,0.152486,1.166800,3299.361,800.000,1.381606,16182.562,40446069.493
0.025523,0.030128,0.155496,1.166800,3299.336,800.000,1.381579,16461.992,41144046.591
0.025935,0.029840,0.158598,1.166800,3299.309,800.000,1.381551,16748.989,41860902.067
0.026347,0.029552,0.161797,1.166800,3299.281,800.000,1.381521,17043.834,42597333.127
0.026758,0.029264,0.165096,1.166800,3299.252,800.000,1.381489,17346.821,43354069.623
0.027170,0.028975,0.168500,1.166800,3299.220,800.000,1.381456,17658.257,44131875.898
0.027582,0.028687,0.172015,1.166800,3299.188,800.000,1.381422,17978.463,44931552.757
0.027993,0.028399,0.175644,1.166800,3299.153,800.000,1.381385,18307.778,45753939.563
0.028405,0.028111,0.179394,1.166800,3299.117,800.000,1.381346,18646.555,46599916.474
0.028817,0.027822,0.183269,1.166800,3299.078,800.000,1.381305,18995.167,47470406.837
0.029228,0.027534,0.187277,1.166800,3299.038,800.000,1.381262,19354.003,48366379.732
0.029640,0.027246,0.191423,1.166800,3298.995,800.000,1.381217,19723.473,49288852.703
0.030052,0.026958,0.195714,1.166800,3298.949,800.000,1.381168,20104.008,50238894.661
0.030463,0.026669,0.200157,1.166800,3298.901,800.000,1.381117,20496.061,51217629.007
0.030875,0.026381,0.204761,1.166800,3298.850,800.000,1.381063,20900.108,52226236.949
0.031287,0.026093,0.209534,1.166800,3298.796,800.000,1.381006,21316.650,53265961.069
0.031698,0.025805,0.214484,1.166800,3298.739,800.000,1.380945,21746.215,54338109.129
0.032110,0.025516,0.219621,1.166800,3298.678,800.000,1.380880,22189.358,55444058.150
0.032522,0.025228,0.224956,1.166800,3298.613,800.000,1.380811,22646.667,56585258.773
0.032933,0.024940,0.230500,1.166800,3298.544,800.000,1.380738,23118.758,57763239.931
0.033345,0.024652,0.236264,1.166800,3298.471,800.000,1.380660,23606.285,58979613.853
0.033757,0.024363,0.242263,1.166800,3298.393,800.000,1.380576,24109.935,60236081.412
0.034168,0.024075,0.248509,1.166800,3298.309,800.000,1.380488,24630.435,61534437.858
0.034580,0.023787,0.255018,1.166800,3298.220,800.000,1.380392,25168.554,62876578.940
0.034992,0.023499,0.261808,1.166800,3298.124,800.000,1.380291,25725.104,64264507.458
0.035403,0.023210,0.268895,1.166800,3298.022,800.000,1.380182,26300.946,65700340.256
0.035815,0.022922,0.276300,1.166800,3297.912,800.000,1.380065,26896.988,67186315.678
0.036226,0.022634,0.284045,1.166800,3297.794,800.000,1.379939,27514.196,68724801.508
0.036638,0.022346,0.292154,1.166800,3297.667,800.000,1.379804,28153.589,70318303.405
0.037050,0.022057,0.300653,1.166800,3297.531,800.000,1.379658,28816.250,71969473.819
0.037461,0.021769,0.309572,1.166800,3297.383,800.000,1.379500,29503.329,73681121.401
0.037873,0.021481,0.318944,1.166800,3297.224,800.000,1.379330,30216.042,75456220.854
0.038285,0.021193,0.328805,1.166800,3297.051,800.000,1.379145,30955.683,77297923.165
0.038696,0.020904,0.339197,1.166800,3296.864,800.000,1.378944,31723.626,79209566.122
0.039108,0.020616,0.350166,1.166800,3296.660,800.000,1.378726,32521.329,81194684.925
0.039520,0.020328,0.361764,1.166800,3296.437,800.000,1.378487,33350.340,83257022.644
0.039931,0.020040,0.374054,1.166800,3296.194,800.000,1.378226,34212.306,85400540.102
0.040343,0.019751,0.387104,1.166800,3295.927,800.000,1.377940,35108.973,87629424.568
0.040755,0.019463,0.400996,1.166800,3295.633,800.000,1.377624,36042.196,89948096.320
0.040827,0.019413,0.403515,1.166800,3295.579,800.000,1.377566,36209.058,90362556.680
0.040927,0.019344,0.407019,1.166800,3295.503,800.000,1.377484,36439.914,90935904.640
0.041027,0.019275,0.410538,1.166800,3295.426,800.000,1.377401,36670.393,91508240.303
0.041127,0.019208,0.414073,1.166800,3295.348,800.000,1.377318,36900.474,92079513.891
0.041227,0.019141,0.417624,1.166800,3295.269,800.000,1.377232,37130.139,92649674.884
0.041327,0.019075,0.421192,1.166800,3295.189,800.000,1.377146,37359.367,93218672.044
0.041427,0.019010,0.424775,1.166800,3295.108,800.000,1.377059,37588.138,93786453.424
0.041527,0.018945,0.428374,1.166800,3295.026,800.000,1.376971,37816.430,94352966.383
0.041627,0.018882,0.431990,1.166800,3294.943,800.000,1.376881,38044.224,94918157.603
0.041727,0.018819,0.435621,1.166800,3294.859,800.000,1.376791,38271.496,95481973.099
0.041827,0.018756,0.439269,1.166800,3294.774,800.000,1.376699,38498.227,96044358.236
0.041927,0.018695,0.442933,1.166800,3294.687,800.000,1.376606,38724.394,96605257.743
0.042027,0.018634,0.446613,1.166800,3294.600,800.000,1.376512,38949.975,97164615.729
0.042127,0.018573,0.450310,1.166800,3294.512,800.000,1.376417,39174.948,97722375.695
0.042227,0.018514,0.454022,1.166800,3294.423,800.000,1.376320,39399.290,98278480.549
0.042327,0.018455,0.457751,1.166800,3294.332,800.000,1.376223,39622.979,98832872.625
0.042427,0.018397,0.461497,1.166800,3294.241,800.000,1.376124,39845.992,99385493.694
0.042527,0.018339,0.465258,1.166800,3294.148,800.000,1.376024,40068.304,99936284.979
0.042627,0.018282,0.469036,1.166800,3294.054,800.000,1.375922,40289.894,100485187.174
0.042727,0.018226,0.472831,1.166800,3293.960,800.000,1.375820,40510.737,101032140.456
0.042827,0.018171,0.476642,1.166800,3293.864,800.000,1.375716,40730.810,101577084.501
0.042927,0.018116,0.480469,1.166800,3293.767,800.000,1.375611,40950.088,102119958.504
0.043027,0.018062,0.484313,1.166800,3293.668,800.000,1.375505,41168.547,102660701.189
0.043127,0.018008,0.488173,1.166800,3293.569,800.000,1.375397,41386.163,103199250.830
0.043227,0.017955,0.492050,1.166800,3293.468,800.000,1.375288,41602.911,103735545.266
0.043327,0.017903,0.495943,1.166800,3293.367,800.000,1.375178,41818.766,104269521.915
0.043427,0.017851,0.499853,1.166800,3293.264,800.000,1.375067,42033.704,104801117.797
0.043527,0.017800,0.503779,1.166800,3293.160,800.000,1.374954,42247.700,105330269.544
0.043627,0.017749,0.507722,1.166800,3293.055,800.000,1.374840,42460.727,105856913.423
0.043727,0.017699,0.511681,1.166800,3292.948,800.000,1.374724,42672.762,106380985.349
0.043827,0.017650,0.515657,1.166800,3292.841,800.000,1.374607,42883.777,106902420.907
0.043927,0.017602,0.519650,1.166800,3292.732,800.000,1.374489,43093.748,107421155.366
0.044027,0.017553,0.523659,1.166800,3292.622,800.000,1.374369,43302.650,107937123.700
0.044127,0.017506,0.527685,1.166800,3292.510,800.000,1.374248,43510.455,108450260.605
0.044227,0.017459,0.531727,1.166800,3292.398,800.000,1.374126,43717.138,108960500.517
0.044327,0.017413,0.535786,1.166800,3292.284,800.000,1.374002,43922.672,109467777.634
0.044427,0.017367,0.539861,1.166800,3292.169,800.000,1.373877,44127.033,109972025.928
0.044527,0.017322,0.543953,1.166800,3292.053,800.000,1.373751,44330.193,110473179.174
0.044627,0.017277,0.548062,1.166800,3291.935,800.000,1.373622,44532.125,110971170.960
0.044727,0.017233,0.552187,1.166800,3291.816,800.000,1.373493,44732.805,111465934.713
0.044827,0.017190,0.556329,1.166800,3291.696,800.000,1.373362,44932.204,111957403.715
0.044927,0.017147,0.560487,1.166800,3291.575,800.000,1.373230,45130.297,112445511.127
0.045027,0.017105,0.564662,1.166800,3291.452,800.000,1.373096,45327.057,112930190.003
0.045127,0.017063,0.568854,1.166800,3291.328,800.000,1.372960,45522.456,113411373.317
0.045227,0.017022,0.573062,1.166800,3291.203,800.000,1.372823,45716.470,113888993.981
0.045327,0.016981,0.577287,1.166800,3291.076,800.000,1.372685,45909.070,114362984.863
0.045427,0.016941,0.581528,1.166800,3290.948,800.000,1.372545,46100.230,114833278.812
0.045527,0.016901,0.585786,1.166800,3290.819,800.000,1.372404,46289.924,115299808.678
0.045627,0.016862,0.590060,1.166800,3290.688,800.000,1.372261,46478.124,115762507.332
0.045727,0.016824,0.594351,1.166800,3290.556,800.000,1.372116,46664.804,116221307.687
0.045827,0.016786,0.598659,1.166800,3290.423,800.000,1.371970,46849.937,116676142.724
0.045927,0.016748,0.602982,1.166800,3290.288,800.000,1.371822,47033.497,117126945.509
0.046027,0.016712,0.607323,1.166800,3290.152,800.000,1.371673,47215.456,117573649.214
0.046127,0.016675,0.611680,1.166800,3290.014,800.000,1.371522,47395.789,118016187.146
0.046227,0.016639,0.616053,1.166800,3289.875,800.000,1.371370,47574.469,118454492.760
0.046327,0.016604,0.620443,1.166800,3289.735,800.000,1.371216,47751.468,118888499.691
0.046427,0.016569,0.624850,1.166800,3289.593,800.000,1.371060,47926.761,119318141.766
0.046527,0.016535,0.629272,1.166800,3289.450,800.000,1.370903,48100.322,119743353.035
0.046627,0.016501,0.633712,1.166800,3289.306,800.000,1.370744,48272.123,120164067.789
0.046727,0.016468,0.638167,1.166800,3289.160,800.000,1.370583,48442.140,120580220.584
0.046827,0.016435,0.642639,1.166800,3289.012,800.000,1.370421,48610.345,120991746.265
0.046927,0.016403,0.647127,1.166800,3288.863,800.000,1.370257,48776.714,121398579.984
0.047027,0.016371,0.651632,1.166800,3288.713,800.000,1.370091,48941.219,121800657.229
0.047127,0.016340,0.656153,1.166800,3288.561,800.000,1.369924,49103.835,122197913.844
0.047227,0.016309,0.660690,1.166800,3288.408,800.000,1.369755,49264.538,122590286.050
0.047327,0.016279,0.665244,1.166800,3288.254,800.000,1.369584,49423.300,122977710.470
0.047427,0.016249,0.669813,1.166800,3288.098,800.000,1.369412,49580.098,123360124.155
0.047527,0.016220,0.674399,1.166800,3287.940,800.000,1.369238,49734.906,123737464.598
0.047627,0.016191,0.679001,1.166800,3287.781,800.000,1.369062,49887.699,124109669.769
0.047727,0.016163,0.683620,1.166800,3287.620,800.000,1.368884,50038.452,124476678.125
0.047827,0.016135,0.688254,1.166800,3287.458,800.000,1.368705,50187.141,124838428.645
0.047927,0.016108,0.692905,1.166800,3287.295,800.000,1.368524,50333.741,125194860.842
0.048027,0.016081,0.697571,1.166800,3287.130,800.000,1.368341,50478.229,125545914.795
0.048127,0.016054,0.702254,1.166800,3286.963,800.000,1.368156,50620.580,125891531.165
0.048227,0.016029,0.706953,1.166800,3286.795,800.000,1.367970,50760.771,126231651.221
0.048327,0.016003,0.711667,1.166800,3286.626,800.000,1.367782,50898.778,126566216.861
0.048427,0.015978,0.716398,1.166800,3286.455,800.000,1.367591,51034.578,126895170.635
0.048527,0.015954,0.721145,1.166800,3286.282,800.000,1.367399,51168.149,127218455.768
0.048627,0.015930,0.725907,1.166800,3286.108,800.000,1.367206,51299.467,127536016.179
0.048727,0.015906,0.730685,1.166800,3285.932,800.000,1.367010,51428.509,127847796.510
0.048827,0.015883,0.735479,1.166800,3285.755,800.000,1.366813,51555.255,128153742.137
0.048927,0.015861,0.740289,1.166800,3285.576,800.000,1.366613,51679.682,128453799.202
0.049027,0.015839,0.745115,1.166800,3285.396,800.000,1.366412,51801.769,128747914.629
0.049127,0.015817,0.749956,1.166800,3285.214,800.000,1.366209,51921.494,129036036.146
0.049227,0.015796,0.754814,1.166800,3285.031,800.000,1.366004,52038.837,129318112.307
0.049327,0.015775,0.759686,1.166800,3284.846,800.000,1.365798,52153.776,129594092.513
0.049427,0.015755,0.764575,1.166800,3284.659,800.000,1.365589,52266.292,129863927.030
0.049527,0.015735,0.769479,1.166800,3284.471,800.000,1.365378,52376.365,130127567.013
0.049627,0.015716,0.774398,1.166800,3284.281,800.000,1.365166,52483.975,130384964.524
0.049727,0.015697,0.779333,1.166800,3284.090,800.000,1.364951,52589.103,130636072.552
0.049827,0.015679,0.784283,1.166800,3283.897,800.000,1.364735,52691.730,130880845.033
0.049927,0.015661,0.789249,1.166800,3283.703,800.000,1.364517,52791.838,131119236.869
0.050027,0.015644,0.794230,1.166800,3283.507,800.000,1.364296,52889.409,131351203.945
0.050127,0.015627,0.799227,1.166800,3283.309,800.000,1.364074,52984.424,131576703.153
0.050227,0.015610,0.804239,1.166800,3283.110,800.000,1.363850,53076.867,131795692.403
0.050327,0.015594,0.809266,1.166800,3282.909,800.000,1.363624,53166.720,132008130.647
0.050427,0.015578,0.814308,1.166800,3282.707,800.000,1.363396,53253.968,132213977.894
0.050527,0.015563,0.819365,1.166800,3282.503,800.000,1.363166,53338.594,132413195.226
0.050627,0.015548,0.824438,1.166800,3282.297,800.000,1.362934,53420.582,132605744.817
0.050727,0.015534,0.829525,1.166800,3282.090,800.000,1.362700,53499.918,132791589.948
0.050827,0.015520,0.834628,1.166800,3281.881,800.000,1.362464,53576.585,132970695.025
0.050927,0.015507,0.839746,1.166800,3281.670,800.000,1.362225,53650.571,133143025.591
0.051027,0.015494,0.844878,1.166800,3281.458,800.000,1.361985,53721.861,133308548.344
0.051127,0.015481,0.850026,1.166800,3281.244,800.000,1.361743,53790.442,133467231.152
0.051227,0.015469,0.855188,1.166800,3281.029,800.000,1.361499,53856.300,133619043.064
0.051327,0.015458,0.860365,1.166800,3280.812,800.000,1.361253,53919.424,133763954.329
0.051427,0.015446,0.865557,1.166800,3280.593,800.000,1.361005,53979.800,133901936.403
0.051527,0.015436,0.870763,1.166800,3280.373,800.000,1.360754,54037.418,134032961.967
0.051627,0.015425,0.875984,1.166800,3280.151,800.000,1.360502,54092.267,134157004.938
0.051727,0.015416,0.881220,1.166800,3279.928,800.000,1.360247,54144.335,134274040.478
0.051827,0.015406,0.886470,1.166800,3279.703,800.000,1.359991,54193.613,134384045.012
0.051927,0.015397,0.891735,1.166800,3279.476,800.000,1.359732,54240.091,134486996.230
0.052027,0.015389,0.897014,1.166800,3279.247,800.000,1.359471,54283.759,134582873.105
0.052127,0.015381,0.902308,1.166800,3279.017,800.000,1.359209,54324.610,134671655.899
0.052227,0.015373,0.907616,1.166800,3278.786,800.000,1.358944,54362.635,134753326.172
0.052327,0.015366,0.912938,1.166800,3278.552,800.000,1.358677,54397.827,134827866.793
0.052427,0.015359,0.918275,1.166800,3278.317,800.000,1.358408,54430.178,134895261.947
0.052527,0.015353,0.923626,1.166800,3278.081,800.000,1.358136,54459.682,134955497.142
0.052627,0.015347,0.928991,1.166800,3277.843,800.000,1.357863,54486.333,135008559.218
0.052727,0.015341,0.934370,1.166800,3277.603,800.000,1.357588,54510.124,135054436.350
0.052827,0.015336,0.939763,1.166800,3277.361,800.000,1.357310,54531.052,135093118.057
0.052927,0.015332,0.945170,1.166800,3277.118,800.000,1.357030,54549.112,135124595.207
0.053027,0.015328,0.950591,1.166800,3276.873,800.000,1.356748,54564.300,135148860.021
0.053127,0.015324,0.956026,1.166800,3276.627,800.000,1.356464,54576.612,135165906.078
0.053227,0.015321,0.961475,1.166800,3276.379,800.000,1.356178,54586.045,135175728.316
0.053327,0.015318,0.966938,1.166800,3276.129,800.000,1.355890,54592.598,135178323.040
0.053427,0.015315,0.972414,1.166800,3275.878,800.000,1.355599,54596.267,135173687.920
0.053527,0.015313,0.977904,1.166800,3275.625,800.000,1.355306,54597.053,135161821.993
0.053627,0.015312,0.983408,1.166800,3275.370,800.000,1.355011,54594.954,135142725.669
0.053727,0.015311,0.988925,1.166800,3275.114,800.000,1.354714,54589.970,135116400.724
0.053827,0.015310,0.994456,1.166800,3274.856,800.000,1.354415,54582.102,135082850.308
0.053927,0.015310,1.000000,1.166800,3274.597,800.000,1.354114,54571.350,135042079.053
0.053927,0.015310,1.000000,1.166800,3274.597,800.000,1.354114,54571.350,135042079.053
0.053949,0.015310,1.002367,1.166800,3274.486,800.000,1.353984,54565.900,135022530.729
0.053970,0.015310,1.004737,1.166800,3274.374,800.000,1.353855,54559.946,135001717.488
0.053992,0.015310,1.007110,1.166800,3274.262,800.000,1.353725,54553.486,134979639.892
0.054013,0.015311,1.009485,1.166800,3274.150,800.000,1.353594,54546.522,134956298.684
0.054035,0.015311,1.011863,1.166800,3274.038,800.000,1.353464,54539.054,134931694.679
0.054057,0.015311,1.014244,1.166800,3273.925,800.000,1.353332,54531.082,134905828.762
0.054078,0.015312,1.016627,1.166800,3273.812,800.000,1.353201,54522.606,134878701.886
0.054100,0.015312,1.019013,1.166800,3273.699,800.000,1.353069,54513.627,134850315.075
0.054121,0.015313,1.021401,1.166800,3273.586,800.000,1.352936,54504.144,134820669.423
0.054143,0.015314,1.023792,1.166800,3273.472,800.000,1.352803,54494.159,134789766.091
0.054164,0.015315,1.026185,1.166800,3273.358,800.000,1.352670,54483.672,134757606.311
0.054186,0.015315,1.028581,1.166800,3273.243,800.000,1.352536,54472.682,134724191.385
0.054208,0.015316,1.030980,1.166800,3273.128,800.000,1.352402,54461.192,134689522.682
0.054229,0.015317,1.033380,1.166800,3273.013,800.000,1.352268,54449.200,134653601.641
0.054251,0.015319,1.035784,1.166800,3272.898,800.000,1.352133,54436.709,134616429.768
0.054272,0.015320,1.038190,1.166800,3272.782,800.000,1.351997,54423.717,134578008.640
0.054294,0.015321,1.040598,1.166800,3272.666,800.000,1.351862,54410.226,134538339.901
0.054315,0.015322,1.043009,1.166800,3272.550,800.000,1.351726,54396.237,134497425.262
0.054337,0.015324,1.045422,1.166800,3272.434,800.000,1.351589,54381.749,134455266.503
0.054358,0.015325,1.047838,1.166800,3272.317,800.000,1.351452,54366.765,134411865.473
0.054380,0.015327,1.050255,1.166800,3272.200,800.000,1.351315,54351.283,134367224.087
0.054402,0.015328,1.052676,1.166800,3272.082,800.000,1.351177,54335.306,134321344.326
0.054423,0.015330,1.055098,1.166800,3271.965,800.000,1.351039,54318.833,134274228.240
0.054445,0.015332,1.057523,1.166800,3271.847,800.000,1.350900,54301.866,134225877.945
0.054466,0.015334,1.059951,1.166800,3271.728,800.000,1.350761,54284.405,134176295.624
0.054488,0.015336,1.062380,1.166800,3271.610,800.000,1.350622,54266.452,134125483.527
0.054509,0.015338,1.064812,1.166800,3271.491,800.000,1.350482,54248.006,134073443.967
0.054531,0.015340,1.067246,1.166800,3271.372,800.000,1.350342,54229.069,134020179.326
0.054552,0.015342,1.069682,1.166800,3271.252,800.000,1.350201,54209.642,133965692.049
0.054574,0.015344,1.072121,1.166800,3271.132,800.000,1.350060,54189.726,133909984.649
0.054595,0.015347,1.074562,1.166800,3271.012,800.000,1.349919,54169.321,133853059.701
0.054616,0.015349,1.077005,1.166800,3270.892,800.000,1.349777,54148.429,133794919.847
0.054638,0.015351,1.079450,1.166800,3270.771,800.000,1.349635,54127.051,133735567.790
0.054659,0.015354,1.081897,1.166800,3270.650,800.000,1.349492,54105.187,133675006.301
0.054681,0.015357,1.084347,1.166800,3270.529,800.000,1.349349,54082.839,133613238.212
0.054702,0.015359,1.086798,1.166800,3270.408,800.000,1.349206,54060.007,133550266.418
0.054724,0.015362,1.089252,1.166801,3270.286,800.000,1.349062,54036.693,133486093.879
0.054745,0.015365,1.091708,1.166801,3270.164,800.000,1.348917,54012.899,133420723.616
0.054766,0.015368,1.094165,1.166801,3270.042,800.000,1.348773,53988.624,133354158.712
0.054788,0.015371,1.096625,1.166801,3269.919,800.000,1.348628,53963.871,133286402.314
0.054809,0.015374,1.099087,1.166801,3269.796,800.000,1.348482,53938.640,133217457.627
0.054831,0.015377,1.101551,1.166801,3269.673,800.000,1.348337,53912.933,133147327.921
0.054852,0.015380,1.104017,1.166801,3269.550,800.000,1.348190,53886.750,133076016.523
0.054873,0.015384,1.106485,1.166801,3269.426,800.000,1.348044,53860.094,133003526.824
0.054895,0.015387,1.108955,1.166801,3269.302,800.000,1.347897,53832.966,132929862.273
0.054916,0.015390,1.111427,1.166801,3269.178,800.000,1.347749,53805.366,132855026.377
0.054937,0.015394,1.113900,1.166801,3269.054,800.000,1.347602,53777.297,132779022.706
0.054959,0.015397,1.116376,1.166802,3268.929,800.000,1.347453,53748.759,132701854.885
0.054980,0.015401,1.118854,1.166802,3268.804,800.000,1.347305,53719.754,132623526.599
0.055001,0.015405,1.121333,1.166802,3268.678,800.000,1.347156,53690.283,132544041.591
0.055022,0.015409,1.123814,1.166802,3268.553,800.000,1.347006,53660.348,132463403.662
0.055044,0.015413,1.126298,1.166802,3268.427,800.000,1.346857,53629.950,132381616.668
0.055065,0.015417,1.128783,1.166802,3268.301,800.000,1.346706,53599.092,132298684.522
0.055086,0.015421,1.131269,1.166803,3268.175,800.000,1.346556,53567.773,132214611.195
0.055107,0.015425,1.133758,1.166803,3268.048,800.000,1.346405,53535.996,132129400.712
0.055128,0.015429,1.136248,1.166803,3267.921,800.000,1.346254,53503.762,132043057.153
0.055150,0.015433,1.138740,1.166803,3267.794,800.000,1.346102,53471.074,131955584.653
0.055171,0.015438,1.141234,1.166803,3267.666,800.000,1.345950,53437.931,131866987.402
0.055192,0.015442,1.143730,1.166804,3267.539,800.000,1.345797,53404.337,131777269.642
0.055213,0.015447,1.146227,1.166804,3267.411,800.000,1.345645,53370.293,131686435.671
0.055234,0.015451,1.148726,1.166804,3267.283,800.000,1.345491,53335.800,131594489.836
0.055255,0.015456,1.151227,1.166804,3267.154,800.000,1.345338,53300.860,131501436.539
0.055276,0.015460,1.153729,1.166805,3267.025,800.000,1.345184,53265.475,131407280.233
0.055297,0.015465,1.156233,1.166805,3266.896,800.000,1.345029,53229.646,131312025.422
0.055318,0.015470,1.158738,1.166805,3266.767,800.000,1.344875,53193.376,131215676.660
0.055339,0.015475,1.161245,1.166806,3266.638,800.000,1.344719,53156.665,131118238.554
0.055360,0.015480,1.163754,1.166806,3266.508,800.000,1.344564,53119.517,131019715.756
0.055381,0.015485,1.166264,1.166806,3266.378,800.000,1.344408,53081.932,130920112.972
0.055402,0.015490,1.168776,1.166807,3266.248,800.000,1.344252,53043.912,130819434.953
0.055423,0.015496,1.171289,1.166807,3266.117,800.000,1.344095,53005.460,130717686.499
0.055444,0.015501,1.173804,1.166808,3265.987,800.000,1.343938,52966.576,130614872.459
0.055465,0.015506,1.176320,1.166808,3265.856,800.000,1.343780,52927.264,130510997.728
0.055486,0.015512,1.178838,1.166808,3265.725,800.000,1.343623,52887.525,130406067.246
0.055507,0.015517,1.181357,1.166809,3265.593,800.000,1.343464,52847.360,130300086.001
0.055528,0.015523,1.183878,1.166809,3265.461,800.000,1.343306,52806.772,130193059.024
0.055548,0.015529,1.186400,1.166810,3265.329,800.000,1.343147,52765.763,130084991.394
0.055569,0.015534,1.188923,1.166810,3265.197,800.000,1.342988,52724.335,129975888.231
0.055590,0.015540,1.191448,1.166811,3265.065,800.000,1.342828,52682.489,129865754.700
0.055611,0.015546,1.193974,1.166812,3264.932,800.000,1.342668,52640.228,129754596.010
0.055632,0.015552,1.196501,1.166812,3264.799,800.000,1.342508,52597.554,129642417.410
0.055652,0.015558,1.199030,1.166813,3264.666,800.000,1.342347,52554.468,129529224.192
0.055673,0.015564,1.201560,1.166813,3264.533,800.000,1.342186,52510.973,129415021.691
0.055694,0.015570,1.204091,1.166814,3264.399,800.000,1.342024,52467.071,129299815.280
0.055714,0.015577,1.206624,1.166815,3264.266,800.000,1.341862,52422.764,129183610.373
0.055735,0.015583,1.209158,1.166815,3264.131,800.000,1.341700,52378.055,129066412.425
0.055756,0.015589,1.211693,1.166816,3263.997,800.000,1.341537,52332.944,128948226.928
0.055776,0.015596,1.214229,1.166817,3263.863,800.000,1.341374,52287.435,128829059.414
0.055797,0.015602,1.216767,1.166818,3263.728,800.000,1.341211,52241.529,128708915.450
0.055817,0.015609,1.219305,1.166819,3263.593,800.000,1.341047,52195.229,128587800.644
0.055838,0.015616,1.221845,1.166819,3263.458,800.000,1.340883,52148.537,128465720.637
0.055858,0.015623,1.224386,1.166820,3263.322,800.000,1.340719,52101.454,128342681.107
0.055879,0.015629,1.226928,1.166821,3263.187,800.000,1.340554,52053.985,128218687.770
0.055899,0.015636,1.229471,1.166822,3263.051,800.000,1.340389,52006.129,128093746.373
0.055920,0.015643,1.232015,1.166823,3262.915,800.000,1.340224,51957.891,127967862.698
